source_period_code,outlet_code,outlet_name,source_period_start,source_period_end,deployment_name,store_kitchen_name,item_code,item_name,category_name,super_category_name,average_price,opening_date,opening_qty,canonical_uom,opening_amt,purchase_qty,purchase_amt,stock_in_qty,stock_in_amt,consumption_qty,consumption_amt,source_yield_wastage_qty,source_yield_wastage_amt,stock_out_qty,stock_out_amt,stock_out_plus_consumption_qty,stock_out_plus_consumption_amt,wastage_qty,wastage_amt,reuse_qty,reuse_amt,return_qty,return_amt,closing_date,closing_qty,closing_amt,latest_physical_date,physical_qty,physical_amt,variance_qty,variance_amt,variance_percent,physical_gain_loss_qty,physical_gain_loss_amt,actual_consumption_qty,actual_consumption_amt,ideal_closing_qty,ideal_closing_amt,physical_adjusted_closing_qty,physical_adjusted_closing_amt,theoretical_qty,variance_value,leakage_value,low_consumption_qty,low_consumption_value
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING010,Bagel,Bakery,Raw Material,28.0,2026-01-01,135.0,pcs,3780.0,0.0,0.0,0.0,0.0,26.25,735.0,0,0,0.0,0.0,26.25,735.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,108.75,3045.0,2026-01-31,108.87,3048.36,1.25,35.0,5.0,0.12,3.36,26.25,735.0,110.0,3080.0,108.87,3048.36,25.0,35.0,35.0,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING011,Tortilla,Bakery,Raw Material,14.44,2026-01-01,225.0,pcs,3249.0,360.0,5198.4,0.0,0.0,59.907,865.06,0,0,0.0,0.0,59.907,865.06,0.0,0.0,0,0,0.0,0.0,2026-01-31,525.093,7582.34,2026-01-31,524.893,7579.45,2.907,41.98,5.1,-0.2,-2.89,59.907,865.06,528.0,7624.32,524.893,7579.45,57.0,41.98,41.98,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING012,Croissant Base,Bakery,Raw Material,42.66,2026-01-01,150.0,pcs,6399.0,490.0,20903.4,0.0,0.0,169.614,7235.73,0,0,0.0,0.0,169.614,7235.73,1.782,76.02,0,0,0.0,0.0,2026-01-31,468.604,19990.65,2026-01-31,468.214,19974.01,9.396,400.83,5.8,-0.39,-16.64,171.396,7311.75,476.218,20315.46,468.214,19974.01,162.0,400.83,400.83,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,33.38,2026-01-01,165.0,pcs,5507.7,108.7,3628.41,0.0,0.0,32.488,1084.45,0,0,18.0,600.84,50.488,1685.29,0.0,0.0,0,0,0.0,0.0,2026-01-31,223.212,7450.82,2026-01-31,223.352,7455.49,1.488,49.67,4.8,0.14,4.67,32.488,1084.45,224.7,7500.49,223.352,7455.49,31.0,49.67,49.67,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,45.74,2026-01-01,196.335,pcs,8980.36,135.0,6174.9,0.0,0.0,228.1849,10437.18,0,0,0.0,0.0,228.1849,10437.18,2.3996,109.76,0,0,0.0,0.0,2026-01-31,100.7505,4608.33,2026-01-31,101.0505,4622.05,12.4345,568.75,5.7,0.3,13.72,230.5845,10546.94,110.7854,5067.32,101.0505,4622.05,218.15,568.75,568.75,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,74.96,2026-01-01,82.5,pcs,6184.2,295.0,22113.2,0.0,0.0,35.598,2668.43,0,0,0.0,0.0,35.598,2668.43,0.0,0.0,0,0,0.0,0.0,2026-01-31,341.902,25628.97,2026-01-31,341.762,25618.48,1.598,119.79,4.7,-0.14,-10.49,35.598,2668.43,343.5,25748.76,341.762,25618.48,34.0,119.79,119.79,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,256.62,2026-01-01,27.0,litre,6928.74,34.98,8976.57,0.0,0.0,16.8391,4321.25,0,0,0.0,0.0,16.8391,4321.25,0.0,0.0,0,0,0.0,0.0,2026-01-31,45.1409,11584.06,2026-01-31,45.1169,11577.9,0.4905,125.87,3.0,-0.024,-6.16,16.8391,4321.25,45.6314,11709.93,45.1169,11577.9,16.3486,125.87,125.87,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,252.66,2026-01-01,24.0,litre,6063.84,41.58,10505.6,0.0,0.0,5.3994,1364.21,0,0,0.0,0.0,5.3994,1364.21,0.0,0.0,0,0,0.0,0.0,2026-01-31,60.1806,15205.23,2026-01-31,60.2206,15215.34,0.1368,34.56,2.6,0.04,10.11,5.3994,1364.21,60.3174,15239.79,60.2206,15215.34,5.2626,34.56,34.56,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,237.73,2026-01-01,24.0,litre,5705.52,40.1,9532.97,0.0,0.0,2.5595,608.47,0,0,0.0,0.0,2.5595,608.47,0.0,0.0,0,0,0.0,0.0,2026-01-31,61.5405,14630.02,2026-01-31,61.6005,14644.29,0.0551,13.1,2.2,0.06,14.26,2.5595,608.47,61.5956,14643.12,61.6005,14644.29,2.5044,13.1,13.1,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,91.16,2026-01-01,39.6,litre,3609.94,36.62,3338.28,0.0,0.0,34.3004,3126.82,0,0,0.0,0.0,34.3004,3126.82,0.0,0.0,0,0,0.0,0.0,2026-01-31,41.9196,3821.39,2026-01-31,41.9916,3827.95,0.9343,85.17,2.8,0.072,6.56,34.3004,3126.82,42.8539,3906.56,41.9916,3827.95,33.3661,85.17,85.17,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,615.19,2026-01-01,13.5,kg,8305.07,23.61,14524.64,0.0,0.0,0.4779,294.0,0,0,0.0,0.0,0.4779,294.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,36.6321,22535.7,2026-01-31,36.6221,22529.55,0.0103,6.34,2.2,-0.01,-6.15,0.4779,294.0,36.6424,22542.04,36.6221,22529.55,0.4676,6.34,6.34,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING021,Matcha Powder,Tea Inputs,Raw Material,2150.0,2026-01-01,6.0,kg,12900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,6.0,12900.0,2026-01-31,6.004,12908.6,0.0,0.0,0.0,0.004,8.6,0.0,0.0,6.0,12900.0,6.004,12908.6,0.0,0.0,0.0,-0.0,-0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING022,Ice,Beverage Inputs,Raw Material,12.48,2026-01-01,300.0,kg,3744.0,349.44,4361.01,0.0,0.0,109.3101,1364.19,0,0,0.0,0.0,109.3101,1364.19,1.1731,14.64,0,0,0.0,0.0,2026-01-31,538.9568,6726.18,2026-01-31,538.9568,6726.18,3.8392,47.91,3.6,0.0,0.0,110.4832,1378.83,541.6229,6759.45,538.9568,6726.18,106.644,47.91,47.91,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING023,Lemon,Produce,Raw Material,110.0,2026-01-01,27.0,kg,2970.0,0.0,0.0,0.0,0.0,4.2676,469.44,0,0,0.0,0.0,4.2676,469.44,0.0,0.0,0,0,0.0,0.0,2026-01-31,22.7324,2500.56,2026-01-31,22.7924,2507.16,0.0959,10.55,2.3,0.06,6.6,4.2676,469.44,22.8283,2511.11,22.7924,2507.16,4.1717,10.55,10.55,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,0.0,2026-01-01,12.0,litre,0.0,0.0,0.0,0.0,0.0,1.3318,0.0,0,0,0.0,0.0,1.3318,0.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,10.6682,0.0,2026-01-31,10.6522,0.0,0.0325,0.0,2.5,-0.016,-0.0,1.3318,0.0,10.7007,0.0,10.6522,0.0,1.2993,0.0,0.0,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,420.0,2026-01-01,22.5,kg,9450.0,0.0,0.0,0.0,0.0,4.8714,2045.99,0,0,0.0,0.0,4.8714,2045.99,0.0,0.0,0,0,0.0,0.0,2026-01-31,17.6286,7404.01,2026-01-31,17.6486,7412.41,0.1234,51.83,2.6,0.02,8.4,4.8714,2045.99,17.752,7455.84,17.6486,7412.41,4.748,51.83,51.83,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING026,Banana,Produce,Raw Material,73.42,2026-01-01,45.0,kg,3303.9,169.36,12434.41,0.0,0.0,6.1779,453.58,0,0,0.0,0.0,6.1779,453.58,0.0,0.0,0,0,0.0,0.0,2026-01-31,208.1821,15284.73,2026-01-31,208.1101,15279.44,0.1799,13.21,3.0,-0.072,-5.29,6.1779,453.58,208.362,15297.94,208.1101,15279.44,5.998,13.21,13.21,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING027,Butter,Dairy,Raw Material,530.54,2026-01-01,18.0,kg,9549.72,111.89,59362.12,0.0,0.0,4.5283,2402.44,0,0,0.0,0.0,4.5283,2402.44,0.0,0.0,0,0,0.0,0.0,2026-01-31,125.3617,66509.4,2026-01-31,125.3457,66500.91,0.2033,107.86,4.7,-0.016,-8.49,4.5283,2402.44,125.565,66617.26,125.3457,66500.91,4.325,107.86,107.86,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING028,Lettuce,Produce,Raw Material,91.77,2026-01-01,18.0,kg,1651.86,17.17,1575.69,0.0,0.0,3.3082,303.59,0,0,0.0,0.0,3.3082,303.59,0.0,0.0,0,0,0.0,0.0,2026-01-31,31.8618,2923.96,2026-01-31,31.8198,2920.1,0.0932,8.55,2.9,-0.042,-3.85,3.3082,303.59,31.955,2932.51,31.8198,2920.1,3.215,8.55,8.55,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING029,Onion,Produce,Raw Material,42.33,2026-01-01,45.0,kg,1904.85,79.47,3363.97,0.0,0.0,1.1674,49.42,0,0,0.0,0.0,1.1674,49.42,0.0,0.0,0,0,0.0,0.0,2026-01-31,123.3026,5219.4,2026-01-31,123.4106,5223.97,0.0274,1.16,2.4,0.108,4.57,1.1674,49.42,123.33,5220.56,123.4106,5223.97,1.14,1.16,1.16,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING030,Capsicum,Produce,Raw Material,84.0,2026-01-01,27.0,kg,2268.0,0.0,0.0,0.0,0.0,1.4621,122.82,0,0,0.0,0.0,1.4621,122.82,0.0,0.0,0,0,0.0,0.0,2026-01-31,25.5379,2145.18,2026-01-31,25.4779,2140.14,0.0371,3.12,2.6,-0.06,-5.04,1.4621,122.82,25.575,2148.3,25.4779,2140.14,1.425,3.12,3.12,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING031,Tomato,Produce,Raw Material,55.27,2026-01-01,45.0,kg,2487.15,111.45,6159.84,0.0,0.0,2.7501,152.0,0,0,0.0,0.0,2.7501,152.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,153.6999,8494.99,2026-01-31,153.6639,8493.0,0.0801,4.43,3.0,-0.036,-1.99,2.7501,152.0,153.78,8499.42,153.6639,8493.0,2.67,4.43,4.43,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,340.17,2026-01-01,18.0,kg,6123.06,50.93,17324.86,0.0,0.0,0.7798,265.26,0,0,0.0,0.0,0.7798,265.26,0.0,0.0,0,0,0.0,0.0,2026-01-31,68.1502,23182.65,2026-01-31,68.1662,23188.1,0.0198,6.74,2.61,0.016,5.44,0.7798,265.26,68.17,23189.39,68.1662,23188.1,0.76,6.74,6.74,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,290.76,2026-01-01,18.0,kg,5233.68,21.02,6111.78,0.0,0.0,2.745,798.14,0,0,0.0,0.0,2.745,798.14,0.0,0.0,0,0,0.0,0.0,2026-01-31,36.275,10547.32,2026-01-31,36.291,10551.97,0.08,23.26,3.0,0.016,4.65,2.745,798.14,36.355,10570.58,36.291,10551.97,2.665,23.26,23.26,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING034,Salsa,Syrups & Sauces,Raw Material,187.35,2026-01-01,18.0,kg,3372.3,0.0,0.0,0.0,0.0,0.2562,48.0,0,0,0.0,0.0,0.2562,48.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,17.7438,3324.3,2026-01-31,17.7598,3327.3,0.0062,1.16,2.48,0.016,3.0,0.2562,48.0,17.75,3325.46,17.7598,3327.3,0.25,1.16,1.16,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING035,Aioli,Syrups & Sauces,Raw Material,310.0,2026-01-01,18.0,kg,5580.0,0.0,0.0,0.0,0.0,0.3796,117.68,0,0,0.0,0.0,0.3796,117.68,0.0,0.0,0,0,0.0,0.0,2026-01-31,17.6204,5462.32,2026-01-31,17.6684,5477.2,0.0096,2.98,2.59,0.048,14.88,0.3796,117.68,17.63,5465.3,17.6684,5477.2,0.37,2.98,2.98,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING036,Cold Cup,Packaging,Consumable,3.34,2026-01-01,1540.0,pcs,5143.6,2805.67,9370.94,0.0,0.0,806.675,2694.29,0,0,0.0,0.0,806.675,2694.29,8.657,28.91,0,0,0.0,0.0,2026-01-31,3530.338,11791.33,2026-01-31,3530.338,11791.33,28.332,94.63,3.6,0.0,0.0,815.332,2723.21,3550.013,11857.04,3530.338,11791.33,787.0,94.63,94.63,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING037,Hot Cup,Packaging,Consumable,2.91,2026-01-01,1540.0,pcs,4481.4,3129.01,9105.42,0.0,0.0,1196.727,3482.48,0,0,0.0,0.0,1196.727,3482.48,12.793,37.23,0,0,0.0,0.0,2026-01-31,3459.49,10067.12,2026-01-31,3462.29,10075.26,46.52,135.37,4.0,2.8,8.15,1209.52,3519.7,3493.217,10165.26,3462.29,10075.26,1163.0,135.37,135.37,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING038,Lid,Packaging,Consumable,1.1,2026-01-01,1755.0,pcs,1930.5,5480.04,6028.04,0.0,0.0,2002.65,2202.92,0,0,0.0,0.0,2002.65,2202.92,21.45,23.6,0,0,20.2145,22.24,2026-01-31,5190.7255,5709.8,2026-01-31,5193.5255,5712.88,74.1,81.51,3.8,2.8,3.08,2024.1,2226.51,5243.3755,5767.71,5193.5255,5712.88,1950.0,81.51,81.51,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING039,Straw,Packaging,Consumable,0.55,2026-01-01,1100.0,pcs,605.0,1855.0,1020.25,0.0,0.0,809.036,444.97,0,0,0.0,0.0,809.036,444.97,8.657,4.76,0,0,0.0,0.0,2026-01-31,2137.307,1175.52,2026-01-31,2139.307,1176.62,30.693,16.88,3.9,2.0,1.1,817.693,449.73,2159.343,1187.64,2139.307,1176.62,787.0,16.88,16.88,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING040,Napkin,Packaging,Consumable,0.33,2026-01-01,2731.5,pcs,901.4,6695.0,2209.35,0.0,0.0,3107.84,1025.59,0,0,0.0,0.0,3107.84,1025.59,33.385,11.02,0,0,0.0,0.0,2026-01-31,6285.275,2074.14,2026-01-31,6285.275,2074.14,106.225,35.05,3.5,0.0,0.0,3141.225,1036.6,6358.115,2098.18,6285.275,2074.14,3035.0,35.05,35.05,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING041,Dessert Box,Packaging,Consumable,5.13,2026-01-01,412.2,pcs,2114.59,1041.07,5340.69,0.0,0.0,468.992,2405.93,0,0,0.0,0.0,468.992,2405.93,5.038,25.84,0,0,0.0,0.0,2026-01-31,979.24,5023.5,2026-01-31,979.24,5023.5,16.03,82.23,3.5,0.0,0.0,474.03,2431.77,990.232,5079.89,979.24,5023.5,458.0,82.23,82.23,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING042,Sandwich Box,Packaging,Consumable,6.65,2026-01-01,396.0,pcs,2633.4,1380.0,9177.0,0.0,0.0,191.675,1274.64,0,0,0.0,0.0,191.675,1274.64,2.057,13.68,0,0,0.0,0.0,2026-01-31,1582.268,10522.08,2026-01-31,1582.988,10526.87,6.732,44.77,3.6,0.72,4.79,193.732,1288.32,1586.943,10553.17,1582.988,10526.87,187.0,44.77,44.77,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING043,Wrap Packaging,Packaging,Consumable,5.66,2026-01-01,396.0,pcs,2241.36,955.0,5405.3,0.0,0.0,58.653,331.98,0,0,0.0,0.0,58.653,331.98,0.0,0.0,0,0,0.0,0.0,2026-01-31,1292.347,7314.68,2026-01-31,1292.347,7314.68,1.653,9.36,2.9,0.0,0.0,58.653,331.98,1294.0,7324.04,1292.347,7314.68,57.0,9.36,9.36,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,989.38,2026-02-01,0.6035,kg,597.09,7.21,7133.43,0.0,0.0,4.3906,4343.97,0,0,3.24,3205.59,7.6306,7549.56,0.0,0.0,0,0,0.0,0.0,2026-02-28,0.1829,180.96,2026-02-28,0.1829,180.96,-30.53,-30205.77,-87.43,0.0,0.0,4.3906,4343.97,-30.3471,-30024.81,0.1829,180.96,34.9206,-30205.77,0.0,30.53,30205.77
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING002,Milk,Dairy,Raw Material,73.48,2026-02-01,288.8924,litre,21227.81,365.47,26854.74,0.0,0.0,293.2477,21547.84,0,0,12.96,952.3,306.2077,22500.14,4.0805,299.84,0,0,0.0,0.0,2026-02-28,344.0742,25282.57,2026-02-28,343.8342,25264.94,6.6962,492.04,2.3,-0.24,-17.64,297.3282,21847.68,346.6899,25474.77,343.8342,25264.94,290.632,492.04,492.04,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,0.0,2026-02-01,96.8686,litre,0.0,0.0,0.0,0.0,0.0,13.8852,0.0,0,0,0.0,0.0,13.8852,0.0,0.0,0.0,0,0,0.0,0.0,2026-02-28,82.9834,0.0,2026-02-28,83.0674,0.0,0.1782,0.0,1.3,0.084,0.0,13.8852,0.0,83.1616,0.0,83.0674,0.0,13.707,0.0,0.0,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING004,Cream,Dairy,Raw Material,215.81,2026-02-01,84.3683,litre,18207.52,86.14,18589.87,5.4,1165.37,6.6726,1440.01,0,0,0.0,0.0,6.6726,1440.01,0.0,0.0,0,0,0.0,0.0,2026-02-28,169.2357,36522.76,2026-02-28,169.1757,36509.81,0.0856,18.47,1.3,-0.06,-12.95,6.6726,1440.01,169.3213,36541.23,169.1757,36509.81,6.587,18.47,18.47,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING005,Paneer,Dairy,Raw Material,374.74,2026-02-01,40.9915,kg,15361.15,55.46,20783.08,0.0,0.0,8.3747,3138.34,0,0,0.0,0.0,8.3747,3138.34,0.0,0.0,0,0,0.0,0.0,2026-02-28,88.0768,33005.9,2026-02-28,88.0528,32996.91,0.0747,27.99,0.9,-0.024,-8.99,8.3747,3138.34,88.1515,33033.89,88.0528,32996.91,8.3,27.99,27.99,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING006,Cheese,Dairy,Raw Material,485.15,2026-02-01,15.4808,kg,7510.51,44.42,21550.36,0.0,0.0,6.9051,3350.01,0,0,0.0,0.0,6.9051,3350.01,0.0,0.0,0,0,0.0,0.0,2026-02-28,52.9957,25710.86,2026-02-28,53.0157,25720.57,0.0751,36.43,1.1,0.02,9.7,6.9051,3350.01,53.0708,25747.3,53.0157,25720.57,6.83,36.43,36.43,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING007,Chicken,Protein,Raw Material,321.49,2026-02-01,161.3648,kg,51877.17,28.39,9127.1,0.0,0.0,9.7869,3146.39,0,0,0.0,0.0,9.7869,3146.39,0.0,0.0,0,0,0.0,0.0,2026-02-28,179.9679,57857.88,2026-02-28,180.0519,57884.89,0.0969,31.15,1.0,0.084,27.01,9.7869,3146.39,180.0648,57889.03,180.0519,57884.89,9.69,31.15,31.15,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING008,Egg,Protein,Raw Material,7.07,2026-02-01,1003.412,pcs,7094.12,0.0,0.0,0.0,0.0,32.448,229.41,0,0,0.0,0.0,32.448,229.41,0.0,0.0,0,0,0.0,0.0,2026-02-28,970.964,6864.72,2026-02-28,971.684,6869.81,0.448,3.17,1.4,0.72,5.09,32.448,229.41,971.412,6867.88,971.684,6869.81,32.0,3.17,3.17,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING009,Bread,Bakery,Raw Material,12.62,2026-02-01,978.22,pcs,12345.14,171.92,2169.63,0.0,0.0,286.16,3611.34,0,0,0.0,0.0,286.16,3611.34,2.1168,26.71,0,0,0.0,0.0,2026-02-28,861.8632,10876.71,2026-02-28,862.4632,10884.29,8.2768,104.45,2.96,0.6,7.57,288.2768,3638.05,868.0232,10954.45,862.4632,10884.29,280.0,104.45,104.45,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING010,Bagel,Bakery,Raw Material,28.82,2026-02-01,666.99,pcs,19222.65,646.16,18622.33,0.0,0.0,41.984,1209.98,0,0,0.0,0.0,41.984,1209.98,0.0,0.0,0,0,0.0,0.0,2026-02-28,1271.166,36635.0,2026-02-28,1271.046,36631.55,0.984,28.36,2.4,-0.12,-3.46,41.984,1209.98,1272.15,36663.36,1271.046,36631.55,41.0,28.36,28.36,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING011,Tortilla,Bakery,Raw Material,15.19,2026-02-01,667.096,pcs,10133.19,980.0,14886.2,0.0,0.0,29.58,449.32,0,0,0.0,0.0,29.58,449.32,0.0,0.0,0,0,0.0,0.0,2026-02-28,1617.516,24570.07,2026-02-28,1618.116,24579.18,0.58,8.81,2.0,0.6,9.11,29.58,449.32,1618.096,24578.88,1618.116,24579.18,29.0,8.81,8.81,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING012,Croissant Base,Bakery,Raw Material,41.1,2026-02-01,37.818,pcs,1554.32,445.0,18289.5,0.0,0.0,127.348,5234.0,0,0,0.0,0.0,127.348,5234.0,0.9374,38.53,0,0,0.0,0.0,2026-02-28,354.5326,14571.29,2026-02-28,354.2726,14560.6,4.2854,176.13,3.46,-0.26,-10.69,128.2854,5272.53,357.8806,14708.89,354.2726,14560.6,124.0,176.13,176.13,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,34.92,2026-02-01,640.836,pcs,22377.99,735.0,25666.2,0.0,0.0,9.072,316.79,0,0,0.0,0.0,9.072,316.79,0.0,0.0,0,0,0.0,0.0,2026-02-28,1366.764,47727.4,2026-02-28,1366.344,47712.73,0.072,2.51,0.8,-0.42,-14.67,9.072,316.79,1366.836,47729.91,1366.344,47712.73,9.0,2.51,2.51,0.0,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,45.5,2026-02-01,324.5111,pcs,14765.26,130.0,5915.0,0.0,0.0,119.4999,5437.25,0,0,0.0,0.0,119.4999,5437.25,0.8909,40.54,0,0,0.0,0.0,2026-02-28,334.1203,15202.47,2026-02-28,334.1203,15202.47,2.5408,115.61,2.16,0.0,0.0,120.3908,5477.78,335.7702,15277.54,334.1203,15202.47,117.85,115.61,115.61,0.0,0.0
