source_period_code,as_of_date,outlet_code,outlet_name,region,city,market_area,latitude,longitude,store_name,batch_allocation_id,batch_number,receipt_date,grn_number,po_number,vendor_name,receipt_source_status,item_code,item_name,category_name,unit,received_qty,batch_remaining_qty,item_closing_qty,available_qty,average_unit_cost,shelf_life_days_assumption,estimated_fifo_tranche_qty,daily_theoretical_demand,expected_consumption_before_expiry,estimated_expiry_date,days_to_expiry,qty_at_risk,expiry_risk_value,risk_status,is_estimated,estimation_method,source_evidence,production_use_status
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING012-60|GRN-OUT001-260227-00352,BATCH-2602-ING012-60,2026-02-27,GRN-OUT001-260227-00352,PO-20260225-OUT001-0058,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING012,Croissant Base,Bakery,pcs,190.0,67.3612,354.5326,354.5326,40.73,4,67.3612,4.4286,13.2857,2026-03-03,3,54.0755,2202.5,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING013,SYN-EXP-month_02-OUT001-ING013,2026-02-24,,,,synthetic_near_expiry_opening_tranche,ING013,Brownie Base,Dessert Inputs,pcs,1366.764,259.6852,1366.764,1366.764,34.92,10,259.6852,0.3214,1.9286,2026-03-06,6,257.7566,9000.86,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING014,SYN-EXP-month_02-OUT001-ING014,2026-02-21,,,,synthetic_near_expiry_opening_tranche,ING014,Cake Base,Dessert Inputs,pcs,334.1203,66.8241,334.1203,334.1203,45.5,10,66.8241,4.2089,12.6268,2026-03-03,3,54.1973,2465.98,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING015,SYN-EXP-month_02-OUT001-ING015,2026-02-21,,,,synthetic_near_expiry_opening_tranche,ING015,Cheesecake Base,Dessert Inputs,pcs,370.49,48.1637,370.49,370.49,71.1,10,48.1637,0.3929,1.1786,2026-03-03,3,46.9851,3340.64,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING022,SYN-EXP-month_02-OUT001-ING022,2026-01-31,,,,synthetic_near_expiry_opening_tranche,ING022,Ice,Beverage Inputs,kg,595.7766,77.451,595.7766,595.7766,12.48,30,77.451,2.9406,5.8813,2026-03-02,2,71.5697,893.19,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING023,SYN-EXP-month_02-OUT001-ING023,2026-02-26,,,,synthetic_near_expiry_opening_tranche,ING023,Lemon,Produce,kg,67.2566,11.4336,67.2566,67.2566,107.8,5,11.4336,0.153,0.4591,2026-03-03,3,10.9746,1183.06,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING024-10|GRN-OUT001-260204-00205,BATCH-2602-ING024-10,2026-02-04,GRN-OUT001-260204-00205,PO-20260201-OUT001-0034,SweetBase Foods,synthetic_internal_receipt_lineage,ING024,Hibiscus Concentrate,Beverage Inputs,litre,9.94,8.2465,54.9766,54.9766,397.19,30,8.2465,0.0653,0.3921,2026-03-06,6,7.8544,3119.69,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING025,SYN-EXP-month_02-OUT001-ING025,2026-02-25,,,,synthetic_near_expiry_opening_tranche,ING025,Mixed Berry Pulp,Fruit Inputs,kg,15.2881,2.2932,15.2881,15.2881,424.2,10,2.2932,0.1239,0.867,2026-03-07,7,1.4262,604.99,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING026-23|GRN-OUT001-260224-00315,BATCH-2602-ING026-23,2026-02-24,GRN-OUT001-260224-00315,PO-20260219-OUT001-0052,GreenLeaf Produce Delhi,synthetic_internal_receipt_lineage,ING026,Banana,Produce,kg,79.15,14.1705,118.0878,118.0878,71.68,5,14.1705,0.1103,0.1103,2026-03-01,1,14.0603,1007.84,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING027-43|GRN-OUT001-260224-00335,BATCH-2602-ING027-43,2026-02-24,GRN-OUT001-260224-00335,PO-20260222-OUT001-0055,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING027,Butter,Dairy,kg,12.98,12.98,140.3226,140.3226,521.81,7,12.98,0.1141,0.3423,2026-03-03,3,12.6377,6594.48,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING028,SYN-EXP-month_02-OUT001-ING028,2026-02-28,,,,synthetic_near_expiry_opening_tranche,ING028,Lettuce,Produce,kg,11.8106,2.3621,11.8106,11.8106,93.1,5,2.3621,0.1113,0.5563,2026-03-05,5,1.8059,168.13,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING029,SYN-EXP-month_02-OUT001-ING029,2026-02-27,,,,synthetic_near_expiry_opening_tranche,ING029,Onion,Produce,kg,299.5079,53.9114,299.5079,299.5079,41.16,5,53.9114,0.0207,0.0829,2026-03-04,4,53.8286,2215.59,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING030,SYN-EXP-month_02-OUT001-ING030,2026-02-27,,,,synthetic_near_expiry_opening_tranche,ING030,Capsicum,Produce,kg,104.7081,18.8475,104.7081,104.7081,85.12,5,18.8475,0.0259,0.1036,2026-03-04,4,18.7439,1595.48,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING031,SYN-EXP-month_02-OUT001-ING031,2026-02-24,,,,synthetic_near_expiry_opening_tranche,ING031,Tomato,Produce,kg,331.8817,49.7823,331.8817,331.8817,52.97,5,49.7823,0.1271,0.1271,2026-03-01,1,49.6551,2630.23,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING002-26|GRN-OUT002-260222-00318,BATCH-2602-ING002-26,2026-02-22,GRN-OUT002-260222-00318,PO-20260219-OUT002-0053,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING002,Milk,Dairy,litre,189.7,9.1025,53.5442,53.5442,72.65,7,9.1025,8.9541,8.9541,2026-03-01,1,0.1484,10.78,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING003,SYN-EXP-month_02-OUT002-ING003,2026-02-17,,,,synthetic_near_expiry_opening_tranche,ING003,Oat Milk,Dairy Alternative,litre,5.4056,1.0271,5.4056,5.4056,191.98,12,1.0271,0.4111,0.4111,2026-03-01,1,0.616,118.26,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING004-27|GRN-OUT002-260223-00319,BATCH-2602-ING004-27,2026-02-23,GRN-OUT002-260223-00319,PO-20260219-OUT002-0053,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING004,Cream,Dairy,litre,47.01,22.3657,149.1045,149.1045,214.17,7,22.3657,0.2443,0.4886,2026-03-02,2,21.8771,4685.42,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING005,SYN-EXP-month_02-OUT002-ING005,2026-02-26,,,,synthetic_near_expiry_opening_tranche,ING005,Paneer,Dairy,kg,179.9835,34.1969,179.9835,179.9835,359.23,7,34.1969,0.2925,1.4625,2026-03-05,5,32.7344,11759.18,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING006-65|GRN-OUT002-260226-00357,BATCH-2602-ING006-65,2026-02-26,GRN-OUT002-260226-00357,PO-20260225-OUT002-0059,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING006,Cheese,Dairy,kg,25.81,4.1509,34.5912,34.5912,473.08,7,4.1509,0.2102,1.0509,2026-03-05,5,3.1001,1466.6,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING007,SYN-EXP-month_02-OUT002-ING007,2026-02-24,,,,synthetic_near_expiry_opening_tranche,ING007,Chicken,Protein,kg,173.8532,22.6009,173.8532,173.8532,333.3,5,22.6009,0.3057,0.3057,2026-03-01,1,22.2952,7430.99,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING008,SYN-EXP-month_02-OUT002-ING008,2026-02-25,,,,synthetic_near_expiry_opening_tranche,ING008,Egg,Protein,pcs,1264.566,240.2675,1264.566,1264.566,7.05,5,240.2675,0.7857,1.5714,2026-03-02,2,238.6961,1682.81,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING009-85|GRN-OUT002-260228-00377,BATCH-2602-ING009-85,2026-02-28,GRN-OUT002-260228-00377,PO-20260228-OUT002-0062,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING009,Bread,Bakery,pcs,294.29,233.288,1227.8318,1227.8318,11.83,4,233.288,7.7857,31.1429,2026-03-04,4,202.1452,2391.38,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING010,SYN-EXP-month_02-OUT002-ING010,2026-02-27,,,,synthetic_near_expiry_opening_tranche,ING010,Bagel,Bakery,pcs,796.216,119.4324,796.216,796.216,27.75,4,119.4324,0.8571,2.5714,2026-03-03,3,116.861,3242.89,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING011,SYN-EXP-month_02-OUT002-ING011,2026-02-28,,,,synthetic_near_expiry_opening_tranche,ING011,Tortilla,Bakery,pcs,1864.076,316.8929,1864.076,1864.076,15.71,4,316.8929,1.8214,7.2857,2026-03-04,4,309.6072,4863.93,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING012-46|GRN-OUT002-260223-00338,BATCH-2602-ING012-46,2026-02-23,GRN-OUT002-260223-00338,PO-20260222-OUT002-0056,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING012,Croissant Base,Bakery,pcs,135.0,90.1667,563.5419,563.5419,42.46,4,90.1667,5.3929,0.0,2026-02-27,-1,90.1667,3828.48,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING013,SYN-EXP-month_02-OUT002-ING013,2026-02-22,,,,synthetic_near_expiry_opening_tranche,ING013,Brownie Base,Dessert Inputs,pcs,158.303,31.6606,158.303,158.303,34.34,10,31.6606,0.8571,3.4286,2026-03-04,4,28.232,969.49,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING014-84|GRN-OUT002-260217-00279,BATCH-2602-ING014-84,2026-02-17,GRN-OUT002-260217-00279,PO-20260213-OUT002-0047,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING014,Cake Base,Dessert Inputs,pcs,175.0,39.0643,205.6014,205.6014,44.98,10,39.0643,5.4786,0.0,2026-02-27,-1,39.0643,1757.11,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING015-08|GRN-OUT002-260218-00300,BATCH-2602-ING015-08,2026-02-18,GRN-OUT002-260218-00300,PO-20260216-OUT002-0050,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING015,Cheesecake Base,Dessert Inputs,pcs,175.0,78.9835,464.609,464.609,70.75,10,78.9835,0.8929,0.0,2026-02-28,0,78.9835,5588.08,EXPIRES_TODAY,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING022,SYN-EXP-month_02-OUT002-ING022,2026-02-05,,,,synthetic_near_expiry_opening_tranche,ING022,Ice,Beverage Inputs,kg,1130.2915,180.8466,1130.2915,1130.2915,12.03,30,180.8466,3.7596,26.3175,2026-03-07,7,154.5291,1858.99,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING023-29|GRN-OUT002-260222-00321,BATCH-2602-ING023-29,2026-02-22,GRN-OUT002-260222-00321,PO-20260219-OUT002-0053,GreenLeaf Produce Delhi,synthetic_internal_receipt_lineage,ING023,Lemon,Produce,kg,23.23,8.1231,67.6924,67.6924,106.18,5,8.1231,0.1689,0.0,2026-02-27,-1,8.1231,862.51,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING024-17|GRN-OUT002-260204-00212,BATCH-2602-ING024-17,2026-02-04,GRN-OUT002-260204-00212,PO-20260201-OUT002-0035,SweetBase Foods,synthetic_internal_receipt_lineage,ING024,Hibiscus Concentrate,Beverage Inputs,litre,10.8,10.8,71.0418,71.0418,415.88,30,10.8,0.0864,0.5181,2026-03-06,6,10.2819,4276.04,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING025-10|GRN-OUT002-260219-00302,BATCH-2602-ING025-10,2026-02-19,GRN-OUT002-260219-00302,PO-20260216-OUT002-0050,FrozenBerry Traders,synthetic_internal_receipt_lineage,ING025,Mixed Berry Pulp,Fruit Inputs,kg,27.26,21.1957,163.0437,163.0437,446.66,10,21.1957,0.0897,0.0897,2026-03-01,1,21.106,9427.21,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING026,SYN-EXP-month_02-OUT002-ING026,2026-02-28,,,,synthetic_near_expiry_opening_tranche,ING026,Banana,Produce,kg,178.7575,35.7515,178.7575,178.7575,70.56,5,35.7515,0.1,0.5,2026-03-05,5,35.2515,2487.35,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING027,SYN-EXP-month_02-OUT002-ING027,2026-02-22,,,,synthetic_near_expiry_opening_tranche,ING027,Butter,Dairy,kg,45.7045,5.4845,45.7045,45.7045,530.4,7,5.4845,0.1343,0.1343,2026-03-01,1,5.3503,2837.8,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING028,SYN-EXP-month_02-OUT002-ING028,2026-02-25,,,,synthetic_near_expiry_opening_tranche,ING028,Lettuce,Produce,kg,41.6242,4.9949,41.6242,41.6242,94.09,5,4.9949,0.108,0.2161,2026-03-02,2,4.7788,449.64,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING029,SYN-EXP-month_02-OUT002-ING029,2026-02-27,,,,synthetic_near_expiry_opening_tranche,ING029,Onion,Produce,kg,42.5949,5.1114,42.5949,42.5949,41.16,5,5.1114,0.0364,0.1457,2026-03-04,4,4.9657,204.39,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2602-ING030-11|GRN-OUT002-260221-00303,BATCH-2602-ING030-11,2026-02-21,GRN-OUT002-260221-00303,PO-20260216-OUT002-0050,GreenLeaf Produce Delhi,synthetic_internal_receipt_lineage,ING030,Capsicum,Produce,kg,34.57,31.1682,207.788,207.788,83.61,5,31.1682,0.0455,0.0,2026-02-26,-2,31.1682,2605.97,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_02-OUT002-ING031,SYN-EXP-month_02-OUT002-ING031,2026-02-27,,,,synthetic_near_expiry_opening_tranche,ING031,Tomato,Produce,kg,39.3019,4.7162,39.3019,39.3019,52.92,5,4.7162,0.0921,0.3686,2026-03-04,4,4.3477,230.08,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
