menu_item_type,menu_item_number,menu_item_name,recipe_item_type,recipe_qty_per_menu_unit,recipe_unit,ingredient_code,ingredient_name
Food,MENU0081,Pepper Chicken Sandwich,Raw Material,0.02,kg,ING028,Lettuce
Food,MENU0081,Pepper Chicken Sandwich,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0081,Pepper Chicken Sandwich,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0081,Pepper Chicken Sandwich,Raw Material,0.03,kg,ING031,Tomato
Food,MENU0082,Tandoori Chicken Sandwich,Raw Material,2.0,pcs,ING009,Bread
Food,MENU0082,Tandoori Chicken Sandwich,Raw Material,0.03,kg,ING006,Cheese
Food,MENU0082,Tandoori Chicken Sandwich,Raw Material,0.1,kg,ING007,Chicken
Food,MENU0082,Tandoori Chicken Sandwich,Raw Material,0.02,kg,ING033,Chipotle Sauce
Food,MENU0082,Tandoori Chicken Sandwich,Raw Material,0.02,kg,ING028,Lettuce
Food,MENU0082,Tandoori Chicken Sandwich,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0082,Tandoori Chicken Sandwich,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0082,Tandoori Chicken Sandwich,Raw Material,0.03,kg,ING031,Tomato
Food,MENU0083,Chilli Cheese Garlic Toast,Raw Material,0.02,kg,ING035,Aioli
Food,MENU0083,Chilli Cheese Garlic Toast,Raw Material,1.0,pcs,ING009,Bread
Food,MENU0083,Chilli Cheese Garlic Toast,Raw Material,0.035,kg,ING006,Cheese
Food,MENU0083,Chilli Cheese Garlic Toast,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0083,Chilli Cheese Garlic Toast,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0084,Chicken Pepperoni Avocado Toast,Raw Material,0.02,kg,ING035,Aioli
Food,MENU0084,Chicken Pepperoni Avocado Toast,Raw Material,1.0,pcs,ING009,Bread
Food,MENU0084,Chicken Pepperoni Avocado Toast,Raw Material,0.035,kg,ING006,Cheese
Food,MENU0084,Chicken Pepperoni Avocado Toast,Raw Material,0.08,kg,ING007,Chicken
Food,MENU0084,Chicken Pepperoni Avocado Toast,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0084,Chicken Pepperoni Avocado Toast,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0085,Hummus and Pita Platter,Raw Material,0.03,kg,ING035,Aioli
Food,MENU0085,Hummus and Pita Platter,Raw Material,2.0,pcs,ING009,Bread
Food,MENU0085,Hummus and Pita Platter,Raw Material,0.03,kg,ING028,Lettuce
Food,MENU0085,Hummus and Pita Platter,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0085,Hummus and Pita Platter,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0085,Hummus and Pita Platter,Raw Material,0.04,kg,ING031,Tomato
Food,MENU0086,Breakfast Pancakes,Raw Material,0.025,kg,ING027,Butter
Food,MENU0086,Breakfast Pancakes,Raw Material,1.0,pcs,ING014,Cake Base
Food,MENU0086,Breakfast Pancakes,Consumable,1.0,pcs,ING041,Dessert Box
Food,MENU0086,Breakfast Pancakes,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0086,Breakfast Pancakes,Raw Material,0.025,litre,ING019,Sugar Syrup
Food,MENU0087,Cream Cheese Bagel,Raw Material,1.0,pcs,ING010,Bagel
Food,MENU0087,Cream Cheese Bagel,Raw Material,0.025,kg,ING006,Cheese
Food,MENU0087,Cream Cheese Bagel,Raw Material,0.035,litre,ING004,Cream
Food,MENU0087,Cream Cheese Bagel,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0087,Cream Cheese Bagel,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0088,Scallion Pepper Cream Cheese Bagel,Raw Material,1.0,pcs,ING010,Bagel
Food,MENU0088,Scallion Pepper Cream Cheese Bagel,Raw Material,0.025,kg,ING006,Cheese
Food,MENU0088,Scallion Pepper Cream Cheese Bagel,Raw Material,0.035,litre,ING004,Cream
Food,MENU0088,Scallion Pepper Cream Cheese Bagel,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0088,Scallion Pepper Cream Cheese Bagel,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0089,Masala Egg Bun,Raw Material,1.0,pcs,ING009,Bread
Food,MENU0089,Masala Egg Bun,Raw Material,0.02,kg,ING006,Cheese
Food,MENU0089,Masala Egg Bun,Raw Material,2.0,pcs,ING008,Egg
Food,MENU0089,Masala Egg Bun,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0089,Masala Egg Bun,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0090,Marinara Cheese Pin Wheels,Raw Material,1.0,pcs,ING009,Bread
Food,MENU0090,Marinara Cheese Pin Wheels,Raw Material,0.03,kg,ING006,Cheese
Food,MENU0090,Marinara Cheese Pin Wheels,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0090,Marinara Cheese Pin Wheels,Raw Material,0.025,kg,ING034,Salsa
Food,MENU0090,Marinara Cheese Pin Wheels,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0091,Pesto Sundried Tomato Pin Wheel,Raw Material,1.0,pcs,ING009,Bread
Food,MENU0091,Pesto Sundried Tomato Pin Wheel,Raw Material,0.03,kg,ING006,Cheese
Food,MENU0091,Pesto Sundried Tomato Pin Wheel,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0091,Pesto Sundried Tomato Pin Wheel,Raw Material,0.025,kg,ING032,Pesto Sauce
Food,MENU0091,Pesto Sundried Tomato Pin Wheel,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0092,Turnover with Brioche Dough Chicken,Raw Material,0.025,kg,ING006,Cheese
Food,MENU0092,Turnover with Brioche Dough Chicken,Raw Material,0.08,kg,ING007,Chicken
Food,MENU0092,Turnover with Brioche Dough Chicken,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0092,Turnover with Brioche Dough Chicken,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0092,Turnover with Brioche Dough Chicken,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0093,Turnover with Brioche Dough Veg,Raw Material,0.025,kg,ING006,Cheese
Food,MENU0093,Turnover with Brioche Dough Veg,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0093,Turnover with Brioche Dough Veg,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0093,Turnover with Brioche Dough Veg,Raw Material,0.08,kg,ING005,Paneer
Food,MENU0093,Turnover with Brioche Dough Veg,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0094,Butter Croissant,Raw Material,0.02,kg,ING027,Butter
Food,MENU0094,Butter Croissant,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0094,Butter Croissant,Consumable,1.0,pcs,ING041,Dessert Box
Food,MENU0094,Butter Croissant,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0095,Almond Croissant,Raw Material,0.02,kg,ING027,Butter
Food,MENU0095,Almond Croissant,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0095,Almond Croissant,Consumable,1.0,pcs,ING041,Dessert Box
Food,MENU0095,Almond Croissant,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0096,Chocolate Croissant,Raw Material,0.02,kg,ING027,Butter
Food,MENU0096,Chocolate Croissant,Raw Material,0.025,litre,ING016,Chocolate Sauce
Food,MENU0096,Chocolate Croissant,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0096,Chocolate Croissant,Consumable,1.0,pcs,ING041,Dessert Box
Food,MENU0096,Chocolate Croissant,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0097,Mushroom Cheese Croissant,Raw Material,0.02,kg,ING027,Butter
Food,MENU0097,Mushroom Cheese Croissant,Raw Material,0.035,kg,ING006,Cheese
Food,MENU0097,Mushroom Cheese Croissant,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0097,Mushroom Cheese Croissant,Consumable,1.0,pcs,ING041,Dessert Box
Food,MENU0097,Mushroom Cheese Croissant,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0098,Sriracha Chicken Croissant,Raw Material,0.02,kg,ING027,Butter
Food,MENU0098,Sriracha Chicken Croissant,Raw Material,0.07,kg,ING007,Chicken
Food,MENU0098,Sriracha Chicken Croissant,Raw Material,1.0,pcs,ING012,Croissant Base
Food,MENU0098,Sriracha Chicken Croissant,Consumable,1.0,pcs,ING041,Dessert Box
Food,MENU0098,Sriracha Chicken Croissant,Consumable,2.0,pcs,ING040,Napkin
Dessert,MENU0099,Cinnamon Roll with Cream Cheese,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0099,Cinnamon Roll with Cream Cheese,Raw Material,1.0,pcs,ING012,Croissant Base
Dessert,MENU0099,Cinnamon Roll with Cream Cheese,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0099,Cinnamon Roll with Cream Cheese,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0100,Banana Walnut Tea Cake,Raw Material,0.07,kg,ING026,Banana
Dessert,MENU0100,Banana Walnut Tea Cake,Raw Material,1.0,pcs,ING014,Cake Base
Dessert,MENU0100,Banana Walnut Tea Cake,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0100,Banana Walnut Tea Cake,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0100,Banana Walnut Tea Cake,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0101,Lemon Raspberry Tea Cake,Raw Material,1.0,pcs,ING014,Cake Base
Dessert,MENU0101,Lemon Raspberry Tea Cake,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0101,Lemon Raspberry Tea Cake,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0101,Lemon Raspberry Tea Cake,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0102,Double Chocolate Truffle Cake,Raw Material,1.0,pcs,ING014,Cake Base
Dessert,MENU0102,Double Chocolate Truffle Cake,Raw Material,0.025,litre,ING016,Chocolate Sauce
Dessert,MENU0102,Double Chocolate Truffle Cake,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0102,Double Chocolate Truffle Cake,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0102,Double Chocolate Truffle Cake,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0103,Banoffee Pie,Raw Material,1.0,pcs,ING014,Cake Base
Dessert,MENU0103,Banoffee Pie,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0103,Banoffee Pie,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0103,Banoffee Pie,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0104,Classic Chocolate Fudge Brownie,Raw Material,1.0,pcs,ING013,Brownie Base
Dessert,MENU0104,Classic Chocolate Fudge Brownie,Raw Material,0.045,litre,ING016,Chocolate Sauce
Dessert,MENU0104,Classic Chocolate Fudge Brownie,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0104,Classic Chocolate Fudge Brownie,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0105,Soft-Centred Caramel Cookie,Raw Material,0.02,kg,ING027,Butter
Dessert,MENU0105,Soft-Centred Caramel Cookie,Raw Material,0.55,pcs,ING014,Cake Base
Dessert,MENU0105,Soft-Centred Caramel Cookie,Raw Material,0.02,litre,ING017,Caramel Syrup
Dessert,MENU0105,Soft-Centred Caramel Cookie,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0105,Soft-Centred Caramel Cookie,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0106,Death by Chocolate Cookie,Raw Material,0.02,kg,ING027,Butter
Dessert,MENU0106,Death by Chocolate Cookie,Raw Material,0.55,pcs,ING014,Cake Base
Dessert,MENU0106,Death by Chocolate Cookie,Raw Material,0.025,litre,ING016,Chocolate Sauce
Dessert,MENU0106,Death by Chocolate Cookie,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0106,Death by Chocolate Cookie,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0107,Jaggery Parmesan Cookie,Raw Material,0.02,kg,ING027,Butter
Dessert,MENU0107,Jaggery Parmesan Cookie,Raw Material,0.55,pcs,ING014,Cake Base
Dessert,MENU0107,Jaggery Parmesan Cookie,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0107,Jaggery Parmesan Cookie,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0108,Apple Pie,Raw Material,1.0,pcs,ING014,Cake Base
Dessert,MENU0108,Apple Pie,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0108,Apple Pie,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0108,Apple Pie,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0109,Basque Cheesecake,Raw Material,1.0,pcs,ING015,Cheesecake Base
Dessert,MENU0109,Basque Cheesecake,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0109,Basque Cheesecake,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0109,Basque Cheesecake,Consumable,1.0,pcs,ING040,Napkin
Dessert,MENU0110,Multigrain Walnut Tea Cake,Raw Material,1.0,pcs,ING014,Cake Base
Dessert,MENU0110,Multigrain Walnut Tea Cake,Raw Material,0.025,litre,ING004,Cream
Dessert,MENU0110,Multigrain Walnut Tea Cake,Consumable,1.0,pcs,ING041,Dessert Box
Dessert,MENU0110,Multigrain Walnut Tea Cake,Consumable,1.0,pcs,ING040,Napkin
