forecast_as_of_month,forecast_date,outlet_code,outlet_name,menu_item_code,menu_item_name,super_category_name,category_name,forecast_qty,forecast_net_sales,model_name,confidence_band
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.3391,83.88,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.3491,86.35,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.3357,83.04,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.3458,85.53,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,0.4571,113.06,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.8859,193.35,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.657,143.39,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.657,143.39,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.657,143.39,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.6187,135.03,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.6442,140.6,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,0.8686,189.57,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.8686,210.64,Synthetic 28-day seasonal baseline,High
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.6315,153.14,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.6187,150.03,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.6379,154.69,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.6442,156.22,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.6379,154.69,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,0.8599,208.53,Synthetic 28-day seasonal baseline,High
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.4238,113.05,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.2961,78.98,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.3082,82.21,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.3112,83.01,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.2931,78.18,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.2931,78.18,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,0.395,105.37,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.1755,37.45,Synthetic 28-day seasonal baseline,High
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.1356,28.94,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.1316,28.08,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.1329,28.36,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.1316,28.08,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.137,29.24,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,0.1865,39.8,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.1385,32.91,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.1047,24.88,Synthetic 28-day seasonal baseline,High
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.1017,24.17,Synthetic 28-day seasonal baseline,High
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.0997,23.69,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.1037,24.64,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.0997,23.69,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,0.1371,32.58,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0462,12.1,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0332,8.7,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0329,8.62,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0339,8.88,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0326,8.54,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0329,8.62,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,0.0462,12.1,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.1317,21.08,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.0997,15.96,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.1027,16.44,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.0977,15.64,Synthetic 28-day seasonal baseline,High
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.0967,15.48,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.1027,16.44,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,0.1317,21.08,Synthetic 28-day seasonal baseline,High
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.8599,246.06,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.6634,189.83,Synthetic 28-day seasonal baseline,High
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.6506,186.17,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.6442,184.34,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.6123,175.21,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.6634,189.83,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,0.8859,253.5,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,1.2672,405.63,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,0.94,300.89,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,0.9024,288.86,Synthetic 28-day seasonal baseline,High
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,0.9682,309.92,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,0.9024,288.86,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,0.9588,306.91,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0069,Choco Chip Shake - Medium,Beverage,Shake,1.2928,413.83,Synthetic 28-day seasonal baseline,High
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.6062,214.63,Synthetic 28-day seasonal baseline,High
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.4233,149.87,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.419,148.35,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.4495,159.15,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.4495,159.15,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.4452,157.62,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0070,Choco Chip Shake - Large,Beverage,Shake,0.5824,206.2,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,1.1314,345.7,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,0.8477,259.01,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,0.8225,251.31,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,0.8561,261.58,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,0.8393,256.45,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,0.8225,251.31,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,1.1543,352.7,Synthetic 28-day seasonal baseline,High
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.7534,255.78,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.5425,184.18,Synthetic 28-day seasonal baseline,High
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.5318,180.55,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.5371,182.35,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.5371,182.35,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.5157,175.08,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,0.7241,245.83,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.4978,185.9,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.3582,133.77,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.3804,142.06,Synthetic 28-day seasonal baseline,High
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.3693,137.92,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.3545,132.39,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.3841,143.44,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,0.5079,189.68,Synthetic 28-day seasonal baseline,High
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.9888,292.54,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.705,208.57,Synthetic 28-day seasonal baseline,High
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.705,208.57,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.7261,214.82,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.7261,214.82,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.7191,212.75,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,0.9504,281.18,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.6994,230.66,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.4935,162.76,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.4935,162.76,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.4985,164.41,Synthetic 28-day seasonal baseline,High
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.5237,172.72,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.5036,166.09,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,0.672,221.63,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.4155,151.14,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.3021,109.89,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.3021,109.89,Synthetic 28-day seasonal baseline,High
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.3052,111.02,Synthetic 28-day seasonal baseline,High
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.2991,108.8,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.3112,113.2,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,0.4114,149.65,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.8686,231.7,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.6187,165.04,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.6442,171.84,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.6634,176.96,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.6634,176.96,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.6506,173.55,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0077,Spicy Paneer Wrap,Food,Wraps,0.8599,229.38,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,1.2288,351.62,Synthetic 28-day seasonal baseline,High
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,0.9776,279.74,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,0.9118,260.91,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,0.9118,260.91,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,0.9588,274.36,Synthetic 28-day seasonal baseline,High
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,0.9024,258.22,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0078,Shredded Chicken Wrap,Food,Wraps,1.2672,362.61,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,1.2242,350.3,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,0.9078,259.77,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,0.8379,239.77,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,0.8641,247.26,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,0.899,257.25,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,0.899,257.25,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,1.2005,343.52,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.7982,216.79,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.6285,170.7,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.5922,160.84,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.6103,165.76,Synthetic 28-day seasonal baseline,High
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.5862,159.21,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-06,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.6103,165.76,Synthetic 28-day seasonal baseline,High
month_02,2026-03-07,OUT003,ABNAH Cafe Saket Premium,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,0.7982,216.79,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-01,OUT003,ABNAH Cafe Saket Premium,MENU0081,Pepper Chicken Sandwich,Food,Sandwiches,0.4978,152.1,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-02,OUT003,ABNAH Cafe Saket Premium,MENU0081,Pepper Chicken Sandwich,Food,Sandwiches,0.3582,109.45,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-03,OUT003,ABNAH Cafe Saket Premium,MENU0081,Pepper Chicken Sandwich,Food,Sandwiches,0.3804,116.23,Synthetic 28-day seasonal baseline,Medium
month_02,2026-03-04,OUT003,ABNAH Cafe Saket Premium,MENU0081,Pepper Chicken Sandwich,Food,Sandwiches,0.3693,112.84,Synthetic 28-day seasonal baseline,High
month_02,2026-03-05,OUT003,ABNAH Cafe Saket Premium,MENU0081,Pepper Chicken Sandwich,Food,Sandwiches,0.3656,111.71,Synthetic 28-day seasonal baseline,Medium
