activity_date,outlet_code,outlet_name,market_area,vendor_name,item_code,item_name,category_name,super_category_name,po_status,ordered_value,received_value,po_line_count,receipt_line_count,open_or_partial_po_count,pending_or_partial_flag_count,remaining_value_est,po_vs_receipt_gap
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Closed,4437.86,0.0,1,0,0,0,0.0,4437.86
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SweetBase Foods,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,Closed,8965.64,0.0,1,0,0,0,0.0,8965.64
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Closed,5779.41,0.0,1,0,0,0,0.0,5779.41
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING006,Cheese,Dairy,Raw Material,Pending,11612.24,0.0,1,0,1,1,11612.240000000002,11612.24
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING023,Lemon,Produce,Raw Material,Closed,3027.92,0.0,1,0,0,0,0.0,3027.92
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING026,Banana,Produce,Raw Material,Closed,5507.51,0.0,1,0,0,0,0.0,5507.51
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING030,Capsicum,Produce,Raw Material,Closed,3748.01,0.0,1,0,0,0,0.0,3748.01
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Closed,21674.95,0.0,1,0,0,0,0.0,21674.95
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING008,Egg,Protein,Raw Material,Receipt row - no PO status,0.0,2886.22,0,1,0,0,0.0,-2886.22
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Closed,6782.05,0.0,1,0,0,0,0.0,6782.05
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Receipt row - no PO status,0.0,5778.85,0,1,0,0,0.0,-5778.85
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Closed,3320.34,0.0,1,0,0,0,0.0,3320.34
2026-01-22,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SweetBase Foods,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,4259.84,0,1,0,0,0.0,-4259.84
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Closed,11093.04,0.0,1,0,0,0,0.0,11093.04
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Closed,8950.3,0.0,1,0,0,0,0.0,8950.3
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,3888.89,0,1,0,0,0.0,-3888.89
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Closed,5247.81,0.0,1,0,0,0,0.0,5247.81
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING038,Lid,Packaging,Consumable,Receipt row - no PO status,0.0,1020.91,0,1,0,0,0.0,-1020.91
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Closed,1152.62,0.0,1,0,0,0,0.0,1152.62
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Partially Received,4395.68,0.0,1,0,1,1,1069.287583776224,4395.68
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Closed,2480.48,0.0,1,0,0,0,0.0,2480.48
2026-01-22,OUT003,ABNAH Cafe Saket Premium,Saket,SpiceRoot Foods,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,Partially Received,11302.22,0.0,1,0,1,1,4739.898486562941,11302.22
2026-01-23,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Receipt row - no PO status,0.0,4463.17,0,1,0,0,0.0,-4463.17
2026-01-23,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Receipt row - no PO status,0.0,5766.17,0,1,0,0,0.0,-5766.17
2026-01-23,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING023,Lemon,Produce,Raw Material,Receipt row - no PO status,0.0,3037.2,0,1,0,0,0.0,-3037.2
2026-01-23,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING026,Banana,Produce,Raw Material,Receipt row - no PO status,0.0,5552.09,0,1,0,0,0.0,-5552.09
2026-01-23,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING030,Capsicum,Produce,Raw Material,Receipt row - no PO status,0.0,3689.5,0,1,0,0,0.0,-3689.5
2026-01-23,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Receipt row - no PO status,0.0,21075.05,0,1,0,0,0.0,-21075.05
2026-01-23,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Receipt row - no PO status,0.0,10974.6,0,1,0,0,0.0,-10974.6
2026-01-23,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,8835.84,0,1,0,0,0.0,-8835.84
2026-01-23,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Receipt row - no PO status,0.0,1177.62,0,1,0,0,0.0,-1177.62
2026-01-23,OUT003,ABNAH Cafe Saket Premium,Saket,SpiceRoot Foods,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,6488.12,0,1,0,0,0.0,-6488.12
2026-01-24,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Receipt row - no PO status,0.0,4982.6,0,1,0,0,0.0,-4982.6
2026-01-24,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Receipt row - no PO status,0.0,1116.48,0,1,0,0,0.0,-1116.48
2026-01-24,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Receipt row - no PO status,0.0,6807.05,0,1,0,0,0.0,-6807.05
2026-01-24,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Receipt row - no PO status,0.0,5174.42,0,1,0,0,0.0,-5174.42
2026-01-24,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Receipt row - no PO status,0.0,3151.41,0,1,0,0,0.0,-3151.41
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Closed,4123.51,0.0,1,0,0,0,0.0,4123.51
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING002,Milk,Dairy,Raw Material,Partially Received,6579.5,0.0,1,0,1,1,1845.6880402605093,6579.5
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING003,Oat Milk,Dairy Alternative,Raw Material,Closed,4779.75,0.0,1,0,0,0,0.0,4779.75
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Receipt row - no PO status,0.0,2689.48,0,1,0,0,0.0,-2689.48
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Closed,18230.44,0.0,1,0,0,0,0.0,18230.44
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Receipt row - no PO status,0.0,9710.5,0,1,0,0,0.0,-9710.5
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Partially Received,4244.46,0.0,1,0,1,1,1026.271842,4244.46
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Closed,3714.17,0.0,1,0,0,0,0.0,3714.17
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Closed,4388.13,0.0,1,0,0,0,0.0,4388.13
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SweetBase Foods,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,Receipt row - no PO status,0.0,8078.19,0,1,0,0,0.0,-8078.19
2026-01-25,OUT001,ABNAH Cafe Connaught Place,Connaught Place,TeaLeaf Traders NCR,ING021,Matcha Powder,Tea Inputs,Raw Material,Closed,18594.0,0.0,1,0,0,0,0.0,18594.0
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,ChocoCraft Ingredients,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,Partially Received,10717.09,0.0,1,0,1,1,5452.659395037636,10717.09
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING009,Bread,Bakery,Raw Material,Closed,7964.46,0.0,1,0,0,0,0.0,7964.46
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Closed,7073.64,0.0,1,0,0,0,0.0,7073.64
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Closed,5674.2,0.0,1,0,0,0,0.0,5674.2
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Pending,18555.44,0.0,1,0,1,1,18555.44,18555.44
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Receipt row - no PO status,0.0,3283.44,0,1,0,0,0.0,-3283.44
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Closed,5496.44,0.0,1,0,0,0,0.0,5496.44
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Closed,2742.79,0.0,1,0,0,0,0.0,2742.79
2026-01-25,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SpiceRoot Foods,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,Closed,11072.85,0.0,1,0,0,0,0.0,11072.85
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING004,Cream,Dairy,Raw Material,Closed,9605.23,0.0,1,0,0,0,0.0,9605.23
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Pending,11673.85,0.0,1,0,1,1,11673.85,11673.85
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING038,Lid,Packaging,Consumable,Closed,3134.67,0.0,1,0,0,0,0.0,3134.67
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING039,Straw,Packaging,Consumable,Closed,584.1,0.0,1,0,0,0,0.0,584.1
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Closed,607.82,0.0,1,0,0,0,0.0,607.82
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Closed,2977.61,0.0,1,0,0,0,0.0,2977.61
2026-01-25,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Receipt row - no PO status,0.0,2337.39,0,1,0,0,0.0,-2337.39
2026-01-26,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Receipt row - no PO status,0.0,4004.41,0,1,0,0,0.0,-4004.41
2026-01-26,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING009,Bread,Bakery,Raw Material,Receipt row - no PO status,0.0,7805.9,0,1,0,0,0.0,-7805.9
2026-01-26,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Receipt row - no PO status,0.0,7023.24,0,1,0,0,0.0,-7023.24
2026-01-26,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SpiceRoot Foods,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,11024.1,0,1,0,0,0.0,-11024.1
2026-01-27,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING002,Milk,Dairy,Raw Material,Receipt row - no PO status,0.0,4682.14,0,1,0,0,0.0,-4682.14
2026-01-27,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING003,Oat Milk,Dairy Alternative,Raw Material,Receipt row - no PO status,0.0,4817.19,0,1,0,0,0.0,-4817.19
2026-01-27,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Receipt row - no PO status,0.0,3694.91,0,1,0,0,0.0,-3694.91
2026-01-27,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Receipt row - no PO status,0.0,5593.08,0,1,0,0,0.0,-5593.08
2026-01-27,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Receipt row - no PO status,0.0,2777.0,0,1,0,0,0.0,-2777.0
2026-01-27,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING004,Cream,Dairy,Raw Material,Receipt row - no PO status,0.0,9628.81,0,1,0,0,0.0,-9628.81
2026-01-27,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Receipt row - no PO status,0.0,607.82,0,1,0,0,0.0,-607.82
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Closed,6903.3,0.0,1,0,0,0,0.0,6903.3
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Pending,6478.4,0.0,1,0,1,1,6478.4,6478.4
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Pending,12417.69,0.0,1,0,1,1,12417.69,12417.69
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING023,Lemon,Produce,Raw Material,Closed,5915.14,0.0,1,0,0,0,0.0,5915.14
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Pending,1889.78,0.0,1,0,1,1,1889.78,1889.78
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Receipt row - no PO status,0.0,18284.55,0,1,0,0,0.0,-18284.55
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,3247.71,0,1,0,0,0.0,-3247.71
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Receipt row - no PO status,0.0,4432.37,0,1,0,0,0.0,-4432.37
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,TeaLeaf Traders NCR,ING020,Tea Leaves,Tea Inputs,Raw Material,Closed,7933.27,0.0,1,0,0,0,0.0,7933.27
2026-01-28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,TeaLeaf Traders NCR,ING021,Matcha Powder,Tea Inputs,Raw Material,Receipt row - no PO status,0.0,16370.72,0,1,0,0,0.0,-16370.72
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,ChocoCraft Ingredients,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,5221.26,0,1,0,0,0.0,-5221.26
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Closed,14348.02,0.0,1,0,0,0,0.0,14348.02
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Closed,5273.18,0.0,1,0,0,0,0.0,5273.18
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Closed,4381.1,0.0,1,0,0,0,0.0,4381.1
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING038,Lid,Packaging,Consumable,Closed,1616.13,0.0,1,0,0,0,0.0,1616.13
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING039,Straw,Packaging,Consumable,Partially Received,467.28,0.0,1,0,1,1,254.88826,467.28
2026-01-28,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Receipt row - no PO status,0.0,5505.03,0,1,0,0,0.0,-5505.03
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Closed,6607.41,0.0,1,0,0,0,0.0,6607.41
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Closed,10952.46,0.0,1,0,0,0,0.0,10952.46
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Closed,15067.61,0.0,1,0,0,0,0.0,15067.61
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Closed,16503.38,0.0,1,0,0,0,0.0,16503.38
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING038,Lid,Packaging,Consumable,Closed,1663.56,0.0,1,0,0,0,0.0,1663.56
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING038,Lid,Packaging,Consumable,Receipt row - no PO status,0.0,2955.21,0,1,0,0,0.0,-2955.21
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING039,Straw,Packaging,Consumable,Receipt row - no PO status,0.0,600.34,0,1,0,0,0.0,-600.34
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Receipt row - no PO status,0.0,2993.98,0,1,0,0,0.0,-2993.98
2026-01-28,OUT003,ABNAH Cafe Saket Premium,Saket,SweetBase Foods,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,Closed,12396.61,0.0,1,0,0,0,0.0,12396.61
2026-01-29,OUT001,ABNAH Cafe Connaught Place,Connaught Place,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,6754.53,0,1,0,0,0.0,-6754.53
2026-01-29,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING023,Lemon,Produce,Raw Material,Receipt row - no PO status,0.0,5914.22,0,1,0,0,0.0,-5914.22
2026-01-29,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,5288.88,0,1,0,0,0.0,-5288.88
2026-01-29,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Receipt row - no PO status,0.0,4401.08,0,1,0,0,0.0,-4401.08
2026-01-29,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING038,Lid,Packaging,Consumable,Receipt row - no PO status,0.0,1631.23,0,1,0,0,0.0,-1631.23
2026-01-29,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING039,Straw,Packaging,Consumable,Receipt row - no PO status,0.0,234.26,0,1,0,0,0.0,-234.26
2026-01-30,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Receipt row - no PO status,0.0,10989.72,0,1,0,0,0.0,-10989.72
2026-01-30,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING038,Lid,Packaging,Consumable,Receipt row - no PO status,0.0,1697.26,0,1,0,0,0.0,-1697.26
2026-01-30,OUT003,ABNAH Cafe Saket Premium,Saket,SweetBase Foods,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,12348.04,0,1,0,0,0.0,-12348.04
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,ChocoCraft Ingredients,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,Closed,8064.4,0.0,1,0,0,0,0.0,8064.4
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING002,Milk,Dairy,Raw Material,Partially Received,5696.43,0.0,1,0,1,1,1414.873509329099,5696.43
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Closed,12348.01,0.0,1,0,0,0,0.0,12348.01
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Closed,1787.03,0.0,1,0,0,0,0.0,1787.03
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Closed,6306.69,0.0,1,0,0,0,0.0,6306.69
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Closed,5547.36,0.0,1,0,0,0,0.0,5547.36
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Closed,2625.85,0.0,1,0,0,0,0.0,2625.85
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SpiceRoot Foods,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,Closed,6176.06,0.0,1,0,0,0,0.0,6176.06
2026-01-31,OUT001,ABNAH Cafe Connaught Place,Connaught Place,TeaLeaf Traders NCR,ING020,Tea Leaves,Tea Inputs,Raw Material,Receipt row - no PO status,0.0,7835.31,0,1,0,0,0.0,-7835.31
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,BeanCraft Roasters Delhi,ING001,Coffee Beans,Coffee Inputs,Raw Material,Closed,12450.43,0.0,1,0,0,0,0.0,12450.43
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING002,Milk,Dairy,Raw Material,Partially Received,11639.61,0.0,1,0,1,1,3139.000425131434,11639.61
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING004,Cream,Dairy,Raw Material,Closed,6583.63,0.0,1,0,0,0,0.0,6583.63
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Partially Received,15219.31,0.0,1,0,1,1,8052.008824583867,15219.31
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Receipt row - no PO status,0.0,14049.06,0,1,0,0,0.0,-14049.06
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,GreenLeaf Produce Delhi,ING030,Capsicum,Produce,Raw Material,Partially Received,4441.4,0.0,1,0,1,1,1237.8587594300084,4441.4
2026-01-31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SweetBase Foods,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,Closed,8742.18,0.0,1,0,0,0,0.0,8742.18
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Cancelled,9276.44,0.0,1,0,0,0,0.0,9276.44
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,6627.76,0,1,0,0,0.0,-6627.76
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Receipt row - no PO status,0.0,14717.04,0,1,0,0,0.0,-14717.04
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Closed,17563.8,0.0,1,0,0,0,0.0,17563.8
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Receipt row - no PO status,0.0,16433.44,0,1,0,0,0.0,-16433.44
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,NorthStar Poultry,ING008,Egg,Protein,Raw Material,Closed,2158.91,0.0,1,0,0,0,0.0,2158.91
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING039,Straw,Packaging,Consumable,Partially Received,455.6,0.0,1,0,1,1,174.49798601398604,455.6
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Closed,1810.24,0.0,1,0,0,0,0.0,1810.24
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Partially Received,4644.48,0.0,1,0,1,1,1346.0477119999998,4644.48
2026-01-31,OUT003,ABNAH Cafe Saket Premium,Saket,SpiceRoot Foods,ING034,Salsa,Syrups & Sauces,Raw Material,Closed,6543.76,0.0,1,0,0,0,0.0,6543.76
