id,source,target,type,label,status,confidence,rationale
edge:exposes-field:report-p1-main-01-sales-analysis-05-daily-item-sales-analysis:field-item-name,report:p1_main:01_sales_analysis:05_daily_item_sales_analysis,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-13-item-hourly-sales-by-tab:field-item-name,report:p1_main:01_sales_analysis:13_item_hourly_sales_by_tab,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-23-source-wise-tab-wise-item-analysis:field-item-name,report:p1_main:01_sales_analysis:23_source_wise_tab_wise_item_analysis,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-01-daily-item-wise-discount:field-item-name,report:p1_main:03_discounts_offers:01_daily_item_wise_discount,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-09-entp-item-based-offer:field-item-name,report:p1_main:03_discounts_offers:09_entp_item_based_offer,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-11-complimentary-head-itemwise:field-item-name,report:p1_main:03_discounts_offers:11_complimentary_head_itemwise,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-09-item-incidence:field-item-name,report:p1_main:05_performance:09_item_incidence,field:item_name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-01-menu-mix:field-item-no,report:p1_main:05_performance:01_menu_mix,field:item_no,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-04-hourly-item-sales-analysis:field-item-number,report:p1_main:01_sales_analysis:04_hourly_item_sales_analysis,field:item_number,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-17-day-part-product-detailed:field-item-price-subtotal,report:p1_main:01_sales_analysis:17_day_part_product_detailed,field:item_price_subtotal,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-23-source-wise-tab-wise-item-analysis:field-item-qty,report:p1_main:01_sales_analysis:23_source_wise_tab_wise_item_analysis,field:item_qty,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-06-item-source-report:field-itemcodeitemname,report:p1_main:05_performance:06_item_source_report,field:itemcodeitemname,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-09-item-incidence:field-itemcodesection,report:p1_main:05_performance:09_item_incidence,field:itemcodesection,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-05-daily-item-sales-analysis:field-itemnumber,report:p1_main:01_sales_analysis:05_daily_item_sales_analysis,field:itemnumber,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-13-item-hourly-sales-by-tab:field-itemnumber,report:p1_main:01_sales_analysis:13_item_hourly_sales_by_tab,field:itemnumber,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-01-daily-item-wise-discount:field-itemnumber,report:p1_main:03_discounts_offers:01_daily_item_wise_discount,field:itemnumber,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-11-complimentary-head-itemwise:field-itemnumber,report:p1_main:03_discounts_offers:11_complimentary_head_itemwise,field:itemnumber,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-05-item-analysis:field-itemqty,report:p1_main:05_performance:05_item_analysis,field:itemqty,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-06-item-source-report:field-itemqty,report:p1_main:05_performance:06_item_source_report,field:itemqty,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-09-item-incidence:field-itemqty,report:p1_main:05_performance:09_item_incidence,field:itemqty,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-items,report:p1_main:01_sales_analysis:08_daily_sales,field:items,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-items,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:items,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-jar,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:jar,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-jardesserts,report:p1_main:01_sales_analysis:19_sales_contribution,field:jardesserts,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-level,report:p1_main:01_sales_analysis:08_daily_sales,field:level,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-level,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:level,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-02-daily-discount-billwise:field-manualdiscount,report:p1_main:03_discounts_offers:02_daily_discount_billwise,field:manualdiscount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-01-daily-item-wise-discount:field-manualdiscount-express,report:p1_main:03_discounts_offers:01_daily_item_wise_discount,field:manualdiscount_express,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-matcha,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:matcha,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-matcha-hojicha,report:p1_main:01_sales_analysis:19_sales_contribution,field:matcha_hojicha,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-meal,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:meal,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-17-day-part-product-detailed:field-meal-period,report:p1_main:01_sales_analysis:17_day_part_product_detailed,field:meal_period,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-03-hourly-sales-analysis:field-meals,report:p1_main:01_sales_analysis:03_hourly_sales_analysis,field:meals,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-merchandise,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:merchandise,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-merchandise,report:p1_main:01_sales_analysis:19_sales_contribution,field:merchandise,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-20-billwise-section-sales-analysis:field-merchandise-gst-0,report:p1_main:01_sales_analysis:20_billwise_section_sales_analysis,field:merchandise_gst_0,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-20-billwise-section-sales-analysis:field-merchandise-gst-18,report:p1_main:01_sales_analysis:20_billwise_section_sales_analysis,field:merchandise_gst_18,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-21-section-sales-analysis:field-merchandise-gst-18,report:p1_main:01_sales_analysis:21_section_sales_analysis,field:merchandise_gst_18,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-21-section-sales-analysis:field-merchandise-gst-5,report:p1_main:01_sales_analysis:21_section_sales_analysis,field:merchandise_gst_5,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-merchandise-gst-5-sales,report:p1_main:05_performance:12_brand_performance_section_wise,field:merchandise_gst_5_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-21-section-sales-analysis:field-merchandise-gst-o,report:p1_main:01_sales_analysis:21_section_sales_analysis,field:merchandise_gst_o,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-20-billwise-section-sales-analysis:field-merchandiseac-gst-5,report:p1_main:01_sales_analysis:20_billwise_section_sales_analysis,field:merchandiseac_gst_5,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-milk,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:milk,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-05-billwise-settlement-analysis:field-modename,report:p1_main:02_settlements:05_billwise_settlement_analysis,field:modename,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-11-tab-wise-analysis:field-mom-change,report:p1_main:05_performance:11_tab_wise_analysis,field:mom_change,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-month,report:p1_main:01_sales_analysis:19_sales_contribution,field:month,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-11-tab-wise-analysis:field-monthtodate,report:p1_main:05_performance:11_tab_wise_analysis,field:monthtodate,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-05-billwise-settlement-analysis:field-msr-loyalty,report:p1_main:02_settlements:05_billwise_settlement_analysis,field:msr_loyalty,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-09-daily-sales-analysis:field-mtd,report:p1_main:01_sales_analysis:09_daily_sales_analysis,field:mtd,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-09-daily-sales-analysis:field-mtd-cm-pm,report:p1_main:01_sales_analysis:09_daily_sales_analysis,field:mtd_cm_pm,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-muffin,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:muffin,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-muffin,report:p1_main:01_sales_analysis:19_sales_contribution,field:muffin,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-03-hourly-sales-analysis:field-name,report:p1_main:01_sales_analysis:03_hourly_sales_analysis,field:name,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-10-highest-and-lowest-selling-items:field-net-amount,report:p1_main:05_performance:10_highest_and_lowest_selling_items,field:net_amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-03-hourly-sales-analysis:field-net-sale,report:p1_main:01_sales_analysis:03_hourly_sales_analysis,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-05-daily-item-sales-analysis:field-net-sale,report:p1_main:01_sales_analysis:05_daily_item_sales_analysis,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-net-sale,report:p1_main:01_sales_analysis:08_daily_sales,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-10-daily-sales-tabwise:field-net-sale,report:p1_main:01_sales_analysis:10_daily_sales_tabwise,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-13-item-hourly-sales-by-tab:field-net-sale,report:p1_main:01_sales_analysis:13_item_hourly_sales_by_tab,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-14-hourly-sales-by-source:field-net-sale,report:p1_main:01_sales_analysis:14_hourly_sales_by_source,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-15-day-part-sales:field-net-sale,report:p1_main:01_sales_analysis:15_day_part_sales,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-05-billwise-settlement-analysis:field-net-sale,report:p1_main:02_settlements:05_billwise_settlement_analysis,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-03-super-category-sourcewise-sales:field-net-sale,report:p1_main:05_performance:03_super_category_sourcewise_sales,field:net_sale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-01-outlet-sales:field-net-sales,report:p1_main:01_sales_analysis:01_outlet_sales,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-02-brand-order-type-sales:field-net-sales,report:p1_main:01_sales_analysis:02_brand_order_type_sales,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-06-consolidated-hourly-sales:field-net-sales,report:p1_main:01_sales_analysis:06_consolidated_hourly_sales,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-07-consolidated-hourly-sales-tabwise:field-net-sales,report:p1_main:01_sales_analysis:07_consolidated_hourly_sales_tabwise,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-net-sales,report:p1_main:01_sales_analysis:08_daily_sales,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-21-section-sales-analysis:field-net-sales,report:p1_main:01_sales_analysis:21_section_sales_analysis,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-22-source-analysis-summary:field-net-sales,report:p1_main:01_sales_analysis:22_source_analysis_summary,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-04-offer-budget:field-net-sales,report:p1_main:03_discounts_offers:04_offer_budget,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-13-brand-performance-report:field-net-sales,report:p1_main:05_performance:13_brand_performance_report,field:net_sales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-09-item-incidence:field-net-sales-bills,report:p1_main:05_performance:09_item_incidence,field:net_sales_bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-net-sales-table,report:p1_main:05_performance:12_brand_performance_section_wise,field:net_sales_table,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-02-daily-discount-billwise:field-netamount,report:p1_main:03_discounts_offers:02_daily_discount_billwise,field:netamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-01-menu-mix:field-netamount,report:p1_main:05_performance:01_menu_mix,field:netamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-02-category-analysis:field-netamount,report:p1_main:05_performance:02_category_analysis,field:netamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-08-tab-wise-item-analysis:field-netamourtotaltax,report:p1_main:05_performance:08_tab_wise_item_analysis,field:netamourtotaltax,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-04-hourly-item-sales-analysis:field-netsale,report:p1_main:01_sales_analysis:04_hourly_item_sales_analysis,field:netsale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-11-daily-sales-sourcewise:field-netsale,report:p1_main:01_sales_analysis:11_daily_sales_sourcewise,field:netsale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-netsale,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:netsale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-17-day-part-product-detailed:field-netsale,report:p1_main:01_sales_analysis:17_day_part_product_detailed,field:netsale,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-netsales-delivery,report:p1_main:05_performance:12_brand_performance_section_wise,field:netsales_delivery,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-netsales-takeout,report:p1_main:05_performance:12_brand_performance_section_wise,field:netsales_takeout,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-no-of,report:p1_main:01_sales_analysis:08_daily_sales,field:no_of,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-10-daily-sales-tabwise:field-no-of-bills,report:p1_main:01_sales_analysis:10_daily_sales_tabwise,field:no_of_bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-11-daily-sales-sourcewise:field-no-of-bills,report:p1_main:01_sales_analysis:11_daily_sales_sourcewise,field:no_of_bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-05-tax-summary:field-no-of-bills,report:p1_main:04_tax_analysis:05_tax_summary,field:no_of_bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-03-super-category-sourcewise-sales:field-no-of-items,report:p1_main:05_performance:03_super_category_sourcewise_sales,field:no_of_items,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-04-super-category-tabwise-sourcewise:field-no-of-items,report:p1_main:05_performance:04_super_category_tabwise_sourcewise,field:no_of_items,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-02-brand-order-type-sales:field-no-of-tickets,report:p1_main:01_sales_analysis:02_brand_order_type_sales,field:no_of_tickets,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-15-day-part-sales:field-no-of-tickets,report:p1_main:01_sales_analysis:15_day_part_sales,field:no_of_tickets,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-06-consolidated-hourly-sales:field-no-ofbills,report:p1_main:01_sales_analysis:06_consolidated_hourly_sales,field:no_ofbills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-07-consolidated-hourly-sales-tabwise:field-no-ofbills,report:p1_main:01_sales_analysis:07_consolidated_hourly_sales_tabwise,field:no_ofbills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-05-tax-summary:field-no-ofbills,report:p1_main:04_tax_analysis:05_tax_summary,field:no_ofbills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-10-daily-sales-tabwise:field-no-ofitems,report:p1_main:01_sales_analysis:10_daily_sales_tabwise,field:no_ofitems,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-11-daily-sales-sourcewise:field-no-ofitems,report:p1_main:01_sales_analysis:11_daily_sales_sourcewise,field:no_ofitems,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-04-super-category-wise-no-vat:field-no-vat-amount-net,report:p1_main:04_tax_analysis:04_super_category_wise_no_vat,field:no_vat_amount_net,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-03-hourly-sales-analysis:field-nob,report:p1_main:01_sales_analysis:03_hourly_sales_analysis,field:nob,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-noof,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:noof,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-02-brand-order-type-sales:field-noofcovers,report:p1_main:01_sales_analysis:02_brand_order_type_sales,field:noofcovers,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-02-brand-order-type-sales:field-noofitems,report:p1_main:01_sales_analysis:02_brand_order_type_sales,field:noofitems,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-02-daily-no-vat-analysis:field-novat-amount-net,report:p1_main:04_tax_analysis:02_daily_no_vat_analysis,field:novat_amount_net,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-of,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:of,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-off,report:p1_main:01_sales_analysis:08_daily_sales,field:off,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-off,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:off,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-05-discount-billwise-analysis:field-offercode,report:p1_main:03_discounts_offers:05_discount_billwise_analysis,field:offercode,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-06-offer-code-report:field-offercode,report:p1_main:03_discounts_offers:06_offer_code_report,field:offercode,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-04-offer-budget:field-offername,report:p1_main:03_discounts_offers:04_offer_budget,field:offername,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-06-offer-code-report:field-offername,report:p1_main:03_discounts_offers:06_offer_code_report,field:offername,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-09-entp-item-based-offer:field-offername,report:p1_main:03_discounts_offers:09_entp_item_based_offer,field:offername,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-on,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:on,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-05-tax-summary:field-online,report:p1_main:04_tax_analysis:05_tax_summary,field:online,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-05-billwise-settlement-analysis:field-orderld,report:p1_main:02_settlements:05_billwise_settlement_analysis,field:orderld,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-22-source-analysis-summary:field-orders,report:p1_main:01_sales_analysis:22_source_analysis_summary,field:orders,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-05-tax-summary:field-other,report:p1_main:04_tax_analysis:05_tax_summary,field:other,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-01-settlement-analysis:field-others,report:p1_main:02_settlements:01_settlement_analysis,field:others,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-03-daily-payments-breakup:field-others,report:p1_main:02_settlements:03_daily_payments_breakup,field:others,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-03-hourly-sales-analysis:field-outlet,report:p1_main:01_sales_analysis:03_hourly_sales_analysis,field:outlet,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
