ERP Doc ID,Vendor ID,Vendor Name,Outlet #,Outlet Name,Status,Published,Received On,Inserted By,Comment,Updated On,Item ID,UOM,Unit Price
EVP-month_03-00263,VEND006,SpiceRoot Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING033,kg,297.12
EVP-month_03-00264,VEND006,SpiceRoot Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING034,kg,197.9
EVP-month_03-00265,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING017,litre,258.03
EVP-month_03-00266,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING018,litre,240.69
EVP-month_03-00267,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING019,litre,91.3
EVP-month_03-00268,VEND011,TeaLeaf Traders NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING020,kg,640.42
EVP-month_03-00269,VEND001,BeanCraft Roasters Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING001,kg,1004.16
EVP-month_03-00270,VEND008,ChocoCraft Ingredients,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING013,pcs,35.6
EVP-month_03-00271,VEND008,ChocoCraft Ingredients,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING016,litre,268.36
EVP-month_03-00272,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING009,pcs,12.46
EVP-month_03-00273,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING011,pcs,14.9
EVP-month_03-00274,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING012,pcs,41.92
EVP-month_03-00275,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING014,pcs,48.67
EVP-month_03-00276,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING015,pcs,76.03
EVP-month_03-00277,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING002,litre,75.88
EVP-month_03-00278,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING003,litre,187.63
EVP-month_03-00279,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING004,litre,212.58
EVP-month_03-00280,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING005,kg,387.42
EVP-month_03-00281,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING006,kg,502.76
EVP-month_03-00282,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING027,kg,557.81
EVP-month_03-00283,VEND009,FrozenBerry Traders,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING025,kg,449.52
EVP-month_03-00284,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING026,kg,76.41
EVP-month_03-00285,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING029,kg,45.81
EVP-month_03-00286,VEND010,Metro Wholesale Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING022,kg,12.85
EVP-month_03-00287,VEND007,NorthStar Poultry,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING007,kg,352.76
EVP-month_03-00288,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING037,pcs,2.93
EVP-month_03-00289,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING038,pcs,1.18
EVP-month_03-00290,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING039,pcs,0.58
EVP-month_03-00291,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING040,pcs,0.33
EVP-month_03-00292,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING041,pcs,5.21
EVP-month_03-00293,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING042,pcs,6.62
EVP-month_03-00294,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING043,pcs,6.0
EVP-month_03-00295,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING032,kg,346.24
EVP-month_03-00296,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING033,kg,281.95
EVP-month_03-00297,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING034,kg,205.35
EVP-month_03-00298,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING035,kg,320.37
EVP-month_03-00299,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING017,litre,255.07
EVP-month_03-00300,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING018,litre,247.73
EVP-month_03-00301,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING019,litre,96.21
EVP-month_03-00302,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING024,litre,404.52
EVP-month_03-00303,VEND011,TeaLeaf Traders NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING020,kg,655.94
