source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,deployment_name,store_kitchen_name,user_name,opening_date,transaction_number,item_code,item_name,category_name,super_category_name,comment,opening_qty,unit,unit_price,opening_subtotal,source
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING002,ING002,Milk,Dairy,Raw Material,,52.5999,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING003,ING003,Oat Milk,Dairy Alternative,Raw Material,,7.629,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING004,ING004,Cream,Dairy,Raw Material,,84.6619,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING005,ING005,Paneer,Dairy,Raw Material,,58.214,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING006,ING006,Cheese,Dairy,Raw Material,,87.4409,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING007,ING007,Chicken,Protein,Raw Material,,22.6677,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING008,ING008,Egg,Protein,Raw Material,,262.512,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING009,ING009,Bread,Bakery,Raw Material,,93.26,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING010,ING010,Bagel,Bakery,Raw Material,,108.87,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING011,ING011,Tortilla,Bakery,Raw Material,,524.893,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING012,ING012,Croissant Base,Bakery,Raw Material,,468.214,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING013,ING013,Brownie Base,Dessert Inputs,Raw Material,,223.352,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,101.0505,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,341.762,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,45.1169,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,60.2206,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,61.6005,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,41.9916,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,36.6221,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,6.004,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING022,ING022,Ice,Beverage Inputs,Raw Material,,538.9568,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING023,ING023,Lemon,Produce,Raw Material,,22.7924,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,10.6522,litre,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,17.6486,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING026,ING026,Banana,Produce,Raw Material,,208.1101,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING027,ING027,Butter,Dairy,Raw Material,,125.3457,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING028,ING028,Lettuce,Produce,Raw Material,,31.8198,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING029,ING029,Onion,Produce,Raw Material,,123.4106,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING030,ING030,Capsicum,Produce,Raw Material,,25.4779,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING031,ING031,Tomato,Produce,Raw Material,,153.6639,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,68.1662,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,36.291,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,17.7598,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,17.6684,kg,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING036,ING036,Cold Cup,Packaging,Consumable,,3530.338,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING037,ING037,Hot Cup,Packaging,Consumable,,3462.29,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING038,ING038,Lid,Packaging,Consumable,,5193.5255,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING039,ING039,Straw,Packaging,Consumable,,2139.307,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING040,ING040,Napkin,Packaging,Consumable,,6285.275,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING041,ING041,Dessert Box,Packaging,Consumable,,979.24,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING042,ING042,Sandwich Box,Packaging,Consumable,,1582.988,pcs,0,0,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING043,ING043,Wrap Packaging,Packaging,Consumable,,1292.347,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING001,ING001,Coffee Beans,Coffee Inputs,Raw Material,,0.1829,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING002,ING002,Milk,Dairy,Raw Material,,343.8342,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING003,ING003,Oat Milk,Dairy Alternative,Raw Material,,83.0674,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING004,ING004,Cream,Dairy,Raw Material,,169.1757,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING005,ING005,Paneer,Dairy,Raw Material,,88.0528,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING006,ING006,Cheese,Dairy,Raw Material,,53.0157,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING007,ING007,Chicken,Protein,Raw Material,,180.0519,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING008,ING008,Egg,Protein,Raw Material,,971.684,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING009,ING009,Bread,Bakery,Raw Material,,862.4632,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING010,ING010,Bagel,Bakery,Raw Material,,1271.046,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING011,ING011,Tortilla,Bakery,Raw Material,,1618.116,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING012,ING012,Croissant Base,Bakery,Raw Material,,354.2726,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING013,ING013,Brownie Base,Dessert Inputs,Raw Material,,1366.344,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,334.1203,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,370.49,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,27.2446,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,96.4014,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,87.4334,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,74.5051,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,61.9829,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,13.292,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING022,ING022,Ice,Beverage Inputs,Raw Material,,595.5366,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING023,ING023,Lemon,Produce,Raw Material,,67.2166,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,54.9526,litre,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,15.2881,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING026,ING026,Banana,Produce,Raw Material,,118.1598,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING027,ING027,Butter,Dairy,Raw Material,,140.3706,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING028,ING028,Lettuce,Produce,Raw Material,,11.7826,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING029,ING029,Onion,Produce,Raw Material,,299.4719,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING030,ING030,Capsicum,Produce,Raw Material,,104.6481,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING031,ING031,Tomato,Produce,Raw Material,,331.7737,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,31.8774,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,31.8559,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,35.8813,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,38.2647,kg,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING036,ING036,Cold Cup,Packaging,Consumable,,6993.8068,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING037,ING037,Hot Cup,Packaging,Consumable,,2821.8376,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING038,ING038,Lid,Packaging,Consumable,,77.9102,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING039,ING039,Straw,Packaging,Consumable,,2174.7248,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING040,ING040,Napkin,Packaging,Consumable,,1050.9197,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING041,ING041,Dessert Box,Packaging,Consumable,,2043.7163,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING042,ING042,Sandwich Box,Packaging,Consumable,,2796.664,pcs,0,0,
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING043,ING043,Wrap Packaging,Packaging,Consumable,,1847.872,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING001,ING001,Coffee Beans,Coffee Inputs,Raw Material,,24.3104,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING002,ING002,Milk,Dairy,Raw Material,,53.3042,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING003,ING003,Oat Milk,Dairy Alternative,Raw Material,,5.4896,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING004,ING004,Cream,Dairy,Raw Material,,149.1045,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING005,ING005,Paneer,Dairy,Raw Material,,179.9115,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING006,ING006,Cheese,Dairy,Raw Material,,34.5512,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING007,ING007,Chicken,Protein,Raw Material,,173.7972,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING008,ING008,Egg,Protein,Raw Material,,1264.086,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING009,ING009,Bread,Bakery,Raw Material,,1227.2318,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING010,ING010,Bagel,Bakery,Raw Material,,796.096,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING011,ING011,Tortilla,Bakery,Raw Material,,1863.476,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING012,ING012,Croissant Base,Bakery,Raw Material,,563.8019,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING013,ING013,Brownie Base,Dessert Inputs,Raw Material,,158.723,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,205.3014,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,464.399,pcs,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,81.119,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,51.2595,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,166.4805,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,182.2051,litre,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,12.0915,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,33.17,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING022,ING022,Ice,Beverage Inputs,Raw Material,,1129.8115,kg,0,0,
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING023,ING023,Lemon,Produce,Raw Material,,67.6524,kg,0,0,
