source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,item_code,item_name,company_name,deployment_name,transaction_date,invoice_date,po_date,po_number,transaction_number,vendor_code,vendor_name,invoice_number,batch_number,category_code,category_name,super_category_code,super_category_name,po_qty,po_unit,po_unit_price,po_amount,po_comment,purchase_qty,purchase_unit,purchase_unit_price,purchase_amount,discount_amt,cgst_tax_amt,sgst_tax_amt,igst_tax_amt,other_tax_amt,total_amt
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-02-19,2026-02-19,2026-02-16,PO-20260216-OUT002-0050,GRN-OUT002-260219-00302,VEND009,FrozenBerry Traders,INV-2602-00302,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,27.26,kg,446.66,12175.95,,27.26,kg,446.66,12175.95,0.0,1095.84,1095.83,0,0,14367.62
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING030,Capsicum,,ABNAH Cafe Hauz Khas,2026-02-21,2026-02-21,2026-02-16,PO-20260216-OUT002-0050,GRN-OUT002-260221-00303,VEND005,GreenLeaf Produce Delhi,INV-2602-00303,,CAT-PRO,Produce,SUP-RAW,Raw Material,34.57,kg,83.61,2890.4,,34.57,kg,83.61,2890.4,0.0,72.26,72.26,0,0,3034.92
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-02-19,2026-02-19,2026-02-16,PO-20260216-OUT002-0050,GRN-OUT002-260219-00304,VEND004,PackPro Disposables,INV-2602-00304,,CAT-PAC,Packaging,SUP-CON,Consumable,1515.0,pcs,3.24,4908.6,,1515.0,pcs,3.24,4908.6,0.0,441.77,441.78,0,0,5792.15
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING004,Cream,,ABNAH Cafe Saket Premium,2026-02-20,2026-02-20,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260220-00305,VEND002,FreshDairy Foods NCR,INV-2602-00305,,CAT-DAI,Dairy,SUP-RAW,Raw Material,21.28,litre,209.13,4450.29,,17.34,litre,209.13,3626.31,0.0,90.66,90.66,0,0,3807.63
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING006,Cheese,,ABNAH Cafe Saket Premium,2026-02-19,2026-02-19,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260219-00306,VEND002,FreshDairy Foods NCR,INV-2602-00306,,CAT-DAI,Dairy,SUP-RAW,Raw Material,28.82,kg,473.84,13519.51,,28.82,kg,473.84,13656.07,0.0,341.4,341.4,0,0,14338.87
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING009,Bread,,ABNAH Cafe Saket Premium,2026-02-17,2026-02-17,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260217-00307,VEND003,Delhi Bakery Supply Co,INV-2602-00307,,CAT-BAK,Bakery,SUP-RAW,Raw Material,485.0,pcs,12.06,5849.1,,485.0,pcs,12.06,5849.1,0.0,146.22,146.23,0,0,6141.55
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING019,Sugar Syrup,,ABNAH Cafe Saket Premium,2026-02-18,2026-02-18,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260218-00308,VEND012,SweetBase Foods,INV-2602-00308,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,47.3,litre,96.17,4548.84,,47.3,litre,96.17,4548.84,0.0,409.39,409.4,0,0,5367.63
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING024,Hibiscus Concentrate,,ABNAH Cafe Saket Premium,2026-02-18,2026-02-18,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260218-00309,VEND012,SweetBase Foods,INV-2602-00309,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,15.96,litre,409.78,6540.09,,15.96,litre,409.78,6540.09,0.0,588.61,588.61,0,0,7717.31
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING035,Aioli,,ABNAH Cafe Saket Premium,2026-02-20,2026-02-20,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260220-00310,VEND006,SpiceRoot Foods,INV-2602-00310,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,31.88,kg,327.24,10432.41,,31.88,kg,327.24,10432.41,0.0,938.91,938.92,0,0,12310.24
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING038,Lid,,ABNAH Cafe Saket Premium,2026-02-19,2026-02-19,2026-02-16,PO-20260216-OUT003-0051,GRN-OUT003-260219-00311,VEND004,PackPro Disposables,INV-2602-00311,,CAT-PAC,Packaging,SUP-CON,Consumable,1720.0,pcs,1.12,1926.4,,1720.0,pcs,1.12,1926.4,0.0,173.38,173.37,0,0,2273.15
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING004,Cream,,ABNAH Cafe Connaught Place,2026-02-20,2026-02-20,2026-02-19,PO-20260219-OUT001-0052,GRN-OUT001-260220-00312,VEND002,FreshDairy Foods NCR,INV-2602-00312,,CAT-DAI,Dairy,SUP-RAW,Raw Material,34.94,litre,218.09,7620.06,,34.94,litre,218.09,7620.06,0.0,190.5,190.5,0,0,8001.06
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING007,Chicken,,ABNAH Cafe Connaught Place,2026-02-21,2026-02-21,2026-02-19,PO-20260219-OUT001-0052,GRN-OUT001-260221-00313,VEND007,NorthStar Poultry,INV-2602-00313,,CAT-PRO,Protein,SUP-RAW,Raw Material,28.39,kg,321.49,9127.1,,28.39,kg,321.49,9127.1,0.0,228.18,228.18,0,0,9583.46
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING019,Sugar Syrup,,ABNAH Cafe Connaught Place,2026-02-22,2026-02-22,2026-02-19,PO-20260219-OUT001-0052,GRN-OUT001-260222-00314,VEND012,SweetBase Foods,INV-2602-00314,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,38.03,litre,91.14,3466.05,,38.03,litre,91.14,3466.05,0.0,311.94,311.95,0,0,4089.94
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING026,Banana,,ABNAH Cafe Connaught Place,2026-02-24,2026-02-24,2026-02-19,PO-20260219-OUT001-0052,GRN-OUT001-260224-00315,VEND005,GreenLeaf Produce Delhi,INV-2602-00315,,CAT-PRO,Produce,SUP-RAW,Raw Material,79.15,kg,71.68,5673.47,,79.15,kg,71.68,5673.47,0.0,141.84,141.83,0,0,5957.14
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING042,Sandwich Box,,ABNAH Cafe Connaught Place,2026-02-20,2026-02-20,2026-02-19,PO-20260219-OUT001-0052,GRN-OUT001-260220-00316,VEND004,PackPro Disposables,INV-2602-00316,,CAT-PAC,Packaging,SUP-CON,Consumable,635.0,pcs,6.58,4178.3,,635.0,pcs,6.58,4178.3,0.0,376.05,376.04,0,0,4930.39
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING001,Coffee Beans,,ABNAH Cafe Hauz Khas,2026-02-20,2026-02-20,2026-02-19,PO-20260219-OUT002-0053,GRN-OUT002-260220-00317,VEND001,BeanCraft Roasters Delhi,INV-2602-00317,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,18.01,kg,956.53,17054.84,,9.44,kg,956.53,9029.64,0.0,225.74,225.74,0,0,9481.12
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING002,Milk,,ABNAH Cafe Hauz Khas,2026-02-22,2026-02-22,2026-02-19,PO-20260219-OUT002-0053,GRN-OUT002-260222-00318,VEND002,FreshDairy Foods NCR,INV-2602-00318,,CAT-DAI,Dairy,SUP-RAW,Raw Material,189.7,litre,72.65,13781.7,,189.7,litre,72.65,13781.7,0.0,344.55,344.54,0,0,14470.79
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING004,Cream,,ABNAH Cafe Hauz Khas,2026-02-23,2026-02-23,2026-02-19,PO-20260219-OUT002-0053,GRN-OUT002-260223-00319,VEND002,FreshDairy Foods NCR,INV-2602-00319,,CAT-DAI,Dairy,SUP-RAW,Raw Material,47.01,litre,214.17,10068.13,,47.01,litre,214.17,10068.13,0.0,251.71,251.7,0,0,10571.54
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING022,Ice,,ABNAH Cafe Hauz Khas,2026-02-22,2026-02-22,2026-02-19,PO-20260219-OUT002-0053,GRN-OUT002-260222-00320,VEND010,Metro Wholesale Delhi,INV-2602-00320,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,518.79,kg,12.03,6178.63,,254.62,kg,12.03,3063.08,0.0,76.58,76.57,0,0,3216.23
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING023,Lemon,,ABNAH Cafe Hauz Khas,2026-02-22,2026-02-22,2026-02-19,PO-20260219-OUT002-0053,GRN-OUT002-260222-00321,VEND005,GreenLeaf Produce Delhi,INV-2602-00321,,CAT-PRO,Produce,SUP-RAW,Raw Material,31.06,kg,106.18,3297.95,,23.23,kg,106.18,2466.56,0.0,61.66,61.67,0,0,2589.89
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-02-20,2026-02-20,2026-02-19,PO-20260219-OUT002-0053,GRN-OUT002-260220-00322,VEND004,PackPro Disposables,INV-2602-00322,,CAT-PAC,Packaging,SUP-CON,Consumable,430.0,pcs,5.71,2455.3,,430.0,pcs,5.71,2455.3,0.0,220.97,220.98,0,0,2897.25
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING002,Milk,,ABNAH Cafe Saket Premium,2026-02-21,2026-02-21,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260221-00323,VEND002,FreshDairy Foods NCR,INV-2602-00323,,CAT-DAI,Dairy,SUP-RAW,Raw Material,113.57,litre,77.05,8750.57,,113.57,litre,77.05,8750.57,0.0,218.76,218.77,0,0,9188.1
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING003,Oat Milk,,ABNAH Cafe Saket Premium,2026-02-23,2026-02-23,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260223-00324,VEND002,FreshDairy Foods NCR,INV-2602-00324,,CAT-DAI,Dairy Alternative,SUP-RAW,Raw Material,42.9,litre,184.38,7909.9,,23.63,litre,184.38,4356.9,0.0,108.92,108.92,0,0,4574.74
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING005,Paneer,,ABNAH Cafe Saket Premium,2026-02-20,2026-02-20,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260220-00325,VEND002,FreshDairy Foods NCR,INV-2602-00325,,CAT-DAI,Dairy,SUP-RAW,Raw Material,43.78,kg,375.0,16417.5,,43.78,kg,375.0,16417.5,0.0,410.44,410.44,0,0,17238.38
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING012,Croissant Base,,ABNAH Cafe Saket Premium,2026-02-23,2026-02-23,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260223-00326,VEND003,Delhi Bakery Supply Co,INV-2602-00326,,CAT-BAK,Bakery,SUP-RAW,Raw Material,190.0,pcs,44.92,8534.8,,190.0,pcs,44.92,8534.8,0.0,213.37,213.37,0,0,8961.54
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING013,Brownie Base,,ABNAH Cafe Saket Premium,2026-02-21,2026-02-21,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260221-00327,VEND008,ChocoCraft Ingredients,INV-2602-00327,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,165.0,pcs,35.48,5824.93,,165.0,pcs,35.48,5854.2,0.0,526.88,526.88,0,0,6907.96
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING016,Chocolate Sauce,,ABNAH Cafe Saket Premium,2026-02-22,2026-02-22,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260222-00328,VEND008,ChocoCraft Ingredients,INV-2602-00328,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,29.02,litre,263.82,7656.06,,23.6,litre,263.82,6226.15,0.0,560.36,560.35,0,0,7346.86
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING020,Tea Leaves,,ABNAH Cafe Saket Premium,2026-02-21,2026-02-21,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260221-00329,VEND011,TeaLeaf Traders NCR,INV-2602-00329,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,24.07,kg,646.26,15477.7,,24.07,kg,646.26,15555.48,0.0,388.88,388.89,0,0,16333.25
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING035,Aioli,,ABNAH Cafe Saket Premium,2026-02-22,2026-02-22,2026-02-19,PO-20260219-OUT003-0054,GRN-OUT003-260222-00330,VEND006,SpiceRoot Foods,INV-2602-00330,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,17.45,kg,318.13,5551.37,,17.45,kg,318.13,5551.37,55.51,494.62,494.63,0,0,6485.11
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING005,Paneer,,ABNAH Cafe Connaught Place,2026-02-25,2026-02-25,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260225-00331,VEND002,FreshDairy Foods NCR,INV-2602-00331,,CAT-DAI,Dairy,SUP-RAW,Raw Material,22.53,kg,373.49,8372.66,,13.48,kg,373.49,5034.65,0.0,125.86,125.87,0,0,5286.38
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING006,Cheese,,ABNAH Cafe Connaught Place,2026-02-27,2026-02-27,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260227-00332,VEND002,FreshDairy Foods NCR,INV-2602-00332,,CAT-DAI,Dairy,SUP-RAW,Raw Material,15.98,kg,475.71,7525.83,,15.98,kg,475.71,7601.85,0.0,190.04,190.05,0,0,7981.94
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING010,Bagel,,ABNAH Cafe Connaught Place,2026-02-24,2026-02-24,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260224-00333,VEND003,Delhi Bakery Supply Co,INV-2602-00333,,CAT-BAK,Bakery,SUP-RAW,Raw Material,215.0,pcs,29.86,6419.9,,215.0,pcs,29.86,6419.9,0.0,160.5,160.5,0,0,6740.9
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING013,Brownie Base,,ABNAH Cafe Connaught Place,2026-02-26,2026-02-26,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260226-00334,VEND008,ChocoCraft Ingredients,INV-2602-00334,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,255.0,pcs,35.77,9121.35,,255.0,pcs,35.77,9121.35,0.0,820.92,820.92,0,0,10763.19
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING027,Butter,,ABNAH Cafe Connaught Place,2026-02-24,2026-02-24,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260224-00335,VEND002,FreshDairy Foods NCR,INV-2602-00335,,CAT-DAI,Dairy,SUP-RAW,Raw Material,28.66,kg,521.81,14955.07,,12.98,kg,521.81,6773.09,0.0,406.38,406.39,0,0,7585.86
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING040,Napkin,,ABNAH Cafe Connaught Place,2026-02-22,2026-02-22,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260222-00336,VEND004,PackPro Disposables,INV-2602-00336,,CAT-PAC,Packaging,SUP-CON,Consumable,1415.0,pcs,0.32,452.8,,1415.0,pcs,0.32,452.8,0.0,40.75,40.75,0,0,534.3
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING042,Sandwich Box,,ABNAH Cafe Connaught Place,2026-02-22,2026-02-22,2026-02-22,PO-20260222-OUT001-0055,GRN-OUT001-260222-00337,VEND004,PackPro Disposables,INV-2602-00337,,CAT-PAC,Packaging,SUP-CON,Consumable,665.0,pcs,6.72,4468.8,,665.0,pcs,6.72,4468.8,0.0,402.19,402.19,0,0,5273.18
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING012,Croissant Base,,ABNAH Cafe Hauz Khas,2026-02-23,2026-02-23,2026-02-22,PO-20260222-OUT002-0056,GRN-OUT002-260223-00338,VEND003,Delhi Bakery Supply Co,INV-2602-00338,,CAT-BAK,Bakery,SUP-RAW,Raw Material,135.0,pcs,42.46,5732.1,,135.0,pcs,42.46,5732.1,0.0,143.31,143.3,0,0,6018.71
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING018,Vanilla Syrup,,ABNAH Cafe Hauz Khas,2026-02-27,2026-02-27,2026-02-22,PO-20260222-OUT002-0056,GRN-OUT002-260227-00339,VEND012,SweetBase Foods,INV-2602-00339,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,25.04,litre,243.72,6102.75,,25.04,litre,243.72,6102.75,0.0,549.25,549.24,0,0,7201.24
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING024,Hibiscus Concentrate,,ABNAH Cafe Hauz Khas,2026-02-27,2026-02-27,2026-02-22,PO-20260222-OUT002-0056,GRN-OUT002-260227-00340,VEND012,SweetBase Foods,INV-2602-00340,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,15.97,litre,379.42,6059.34,,15.97,litre,379.42,6059.34,0.0,545.34,545.34,0,0,7150.02
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING030,Capsicum,,ABNAH Cafe Hauz Khas,2026-02-25,2026-02-25,2026-02-22,PO-20260222-OUT002-0056,GRN-OUT002-260225-00341,VEND005,GreenLeaf Produce Delhi,INV-2602-00341,,CAT-PRO,Produce,SUP-RAW,Raw Material,22.67,kg,80.61,1818.29,,22.67,kg,80.61,1827.43,0.0,45.69,45.68,0,0,1918.8
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING038,Lid,,ABNAH Cafe Hauz Khas,2026-02-26,2026-02-26,2026-02-22,PO-20260222-OUT002-0056,GRN-OUT002-260226-00342,VEND004,PackPro Disposables,INV-2602-00342,,CAT-PAC,Packaging,SUP-CON,Consumable,1275.0,pcs,1.15,1466.25,,794.38,pcs,1.15,913.54,0.0,82.22,82.22,0,0,1077.98
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING001,Coffee Beans,,ABNAH Cafe Saket Premium,2026-02-24,2026-02-24,2026-02-22,PO-20260222-OUT003-0057,GRN-OUT003-260224-00343,VEND001,BeanCraft Roasters Delhi,INV-2602-00343,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,11.3,kg,1008.31,11393.9,,11.3,kg,1008.31,11393.9,0.0,284.85,284.85,0,0,11963.6
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING008,Egg,,ABNAH Cafe Saket Premium,2026-02-26,2026-02-26,2026-02-22,PO-20260222-OUT003-0057,GRN-OUT003-260226-00344,VEND007,NorthStar Poultry,INV-2602-00344,,CAT-PRO,Protein,SUP-RAW,Raw Material,225.0,pcs,7.34,1651.5,,225.0,pcs,7.34,1651.5,0.0,41.29,41.29,0,0,1734.08
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING010,Bagel,,ABNAH Cafe Saket Premium,2026-02-24,2026-02-24,2026-02-22,PO-20260222-OUT003-0057,GRN-OUT003-260224-00345,VEND003,Delhi Bakery Supply Co,INV-2602-00345,,CAT-BAK,Bakery,SUP-RAW,Raw Material,215.0,pcs,29.18,6273.7,,215.0,pcs,29.18,6273.7,0.0,156.84,156.85,0,0,6587.39
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING016,Chocolate Sauce,,ABNAH Cafe Saket Premium,2026-02-24,2026-02-24,2026-02-22,PO-20260222-OUT003-0057,GRN-OUT003-260224-00346,VEND008,ChocoCraft Ingredients,INV-2602-00346,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,44.86,litre,264.5,11865.47,,44.86,litre,264.5,11865.47,0.0,1067.89,1067.89,0,0,14001.25
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING020,Tea Leaves,,ABNAH Cafe Saket Premium,2026-02-24,2026-02-24,2026-02-22,PO-20260222-OUT003-0057,GRN-OUT003-260224-00347,VEND011,TeaLeaf Traders NCR,INV-2602-00347,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,23.28,kg,631.86,14709.7,,16.2,kg,631.86,10236.13,0.0,255.91,255.9,0,0,10747.94
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING040,Napkin,,ABNAH Cafe Saket Premium,2026-02-26,2026-02-26,2026-02-22,PO-20260222-OUT003-0057,GRN-OUT003-260226-00348,VEND004,PackPro Disposables,INV-2602-00348,,CAT-PAC,Packaging,SUP-CON,Consumable,1670.0,pcs,0.31,517.7,,1670.0,pcs,0.31,517.7,0.0,46.59,46.6,0,0,610.89
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING001,Coffee Beans,,ABNAH Cafe Connaught Place,2026-02-26,2026-02-26,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260226-00349,VEND001,BeanCraft Roasters Delhi,INV-2602-00349,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,7.21,kg,989.38,7133.43,,7.21,kg,989.38,7133.43,0.0,178.34,178.33,0,0,7490.1
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING009,Bread,,ABNAH Cafe Connaught Place,2026-02-27,2026-02-27,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260227-00350,VEND003,Delhi Bakery Supply Co,INV-2602-00350,,CAT-BAK,Bakery,SUP-RAW,Raw Material,335.0,pcs,12.62,4227.7,,171.92,pcs,12.62,2169.63,0.0,54.24,54.24,0,0,2278.11
month_03,OUT001,ABNAH Cafe Connaught Place,2026-03-01,2026-03-31,ING011,Tortilla,,ABNAH Cafe Connaught Place,2026-03-01,2026-03-01,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260301-00351,VEND003,Delhi Bakery Supply Co,INV-2603-00351,,CAT-BAK,Bakery,SUP-RAW,Raw Material,230.0,pcs,14.72,3385.6,,230.0,pcs,14.72,3385.6,0.0,84.64,84.64,0,0,3554.88
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING012,Croissant Base,,ABNAH Cafe Connaught Place,2026-02-27,2026-02-27,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260227-00352,VEND003,Delhi Bakery Supply Co,INV-2602-00352,,CAT-BAK,Bakery,SUP-RAW,Raw Material,190.0,pcs,40.73,7738.7,,190.0,pcs,40.73,7738.7,0.0,193.47,193.47,0,0,8125.64
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING020,Tea Leaves,,ABNAH Cafe Connaught Place,2026-02-27,2026-02-27,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260227-00353,VEND011,TeaLeaf Traders NCR,INV-2602-00353,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,21.67,kg,645.96,13997.95,,21.67,kg,645.96,13997.95,0.0,349.95,349.95,0,0,14697.85
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING036,Cold Cup,,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260228-00354,VEND004,PackPro Disposables,INV-2602-00354,,CAT-PAC,Packaging,SUP-CON,Consumable,1070.0,pcs,3.33,3563.1,,1070.0,pcs,3.33,3563.1,0.0,320.68,320.68,0,0,4204.46
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING041,Dessert Box,,ABNAH Cafe Connaught Place,2026-02-27,2026-02-27,2026-02-25,PO-20260225-OUT001-0058,GRN-OUT001-260227-00355,VEND004,PackPro Disposables,INV-2602-00355,,CAT-PAC,Packaging,SUP-CON,Consumable,430.0,pcs,5.01,2132.76,,430.0,pcs,5.01,2154.3,0.0,193.88,193.89,0,0,2542.07
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ING003,Oat Milk,,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,2026-02-25,PO-20260225-OUT002-0059,GRN-OUT002-260302-00356,VEND002,FreshDairy Foods NCR,INV-2603-00356,,CAT-DAI,Dairy Alternative,SUP-RAW,Raw Material,39.54,litre,191.98,7590.89,,39.54,litre,191.98,7590.89,0.0,189.77,189.77,0,0,7970.43
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING006,Cheese,,ABNAH Cafe Hauz Khas,2026-02-26,2026-02-26,2026-02-25,PO-20260225-OUT002-0059,GRN-OUT002-260226-00357,VEND002,FreshDairy Foods NCR,INV-2602-00357,,CAT-DAI,Dairy,SUP-RAW,Raw Material,25.81,kg,473.08,12210.19,,25.81,kg,473.08,12210.19,0.0,305.25,305.26,0,0,12820.7
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING016,Chocolate Sauce,,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,2026-02-25,PO-20260225-OUT002-0059,GRN-OUT002-260228-00358,VEND008,ChocoCraft Ingredients,INV-2602-00358,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,20.74,litre,267.04,5538.41,,20.74,litre,267.04,5538.41,0.0,498.45,498.46,0,0,6535.32
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING024,Hibiscus Concentrate,,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,2026-02-25,PO-20260225-OUT002-0059,GRN-OUT002-260228-00359,VEND012,SweetBase Foods,INV-2602-00359,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,18.65,litre,413.53,7712.33,,18.65,litre,413.53,7712.33,0.0,694.11,694.11,0,0,9100.55
month_03,OUT002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-31,ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,2026-02-25,PO-20260225-OUT002-0059,GRN-OUT002-260301-00360,VEND009,FrozenBerry Traders,INV-2603-00360,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,34.64,kg,434.5,14900.57,,34.64,kg,434.5,15051.08,0.0,1354.6,1354.59,0,0,17760.27
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-02-27,2026-02-27,2026-02-25,PO-20260225-OUT002-0059,GRN-OUT002-260227-00361,VEND004,PackPro Disposables,INV-2602-00361,,CAT-PAC,Packaging,SUP-CON,Consumable,1455.0,pcs,3.39,4932.45,,1163.06,pcs,3.39,3942.77,0.0,354.85,354.85,0,0,4652.47
